time,ax,ay,az,aT
24.2690,3.8479,-7.9006,-0.8094,8.825
24.2820,4.0237,-8.0316,-0.8122,9.020
24.2880,4.2894,-7.9014,-0.7497,9.022
24.3290,4.4923,-7.6268,-0.5879,8.871
24.3310,4.6799,-7.1496,-0.2856,8.550
24.3330,4.5071,-6.5381,0.0618,7.941
24.3340,4.4620,-6.0393,0.4547,7.523
24.3450,4.3050,-5.4527,1.0126,7.021
24.3500,4.0406,-5.1356,1.4192,6.687
24.3590,3.8078,-4.9894,1.7675,6.521
24.3700,3.4483,-4.9166,1.9167,6.304
24.3790,3.1346,-4.9078,1.6789,6.061
24.3920,2.9045,-4.9645,1.0620,5.849
24.4000,2.6808,-5.0628,0.2866,5.736
24.4110,2.5065,-5.0416,-0.4515,5.648
24.4700,2.4184,-4.9505,-0.8325,5.572
24.4720,2.5401,-4.7932,-0.8532,5.491
24.4730,2.5371,-4.5143,-0.8902,5.254
24.4740,2.4643,-4.3055,-0.7228,5.013
24.4750,2.1245,-3.8695,-0.3214,4.426
24.4760,1.8118,-3.3644,0.1926,3.826
24.4850,1.5868,-2.8908,0.5353,3.341
24.4920,1.2735,-2.5678,0.7428,2.961
24.4990,0.8511,-2.1720,0.9726,2.527
24.5100,0.5424,-1.8269,1.0571,2.179
24.5190,0.2839,-1.6159,1.1240,1.989
24.5310,0.1467,-1.4725,1.0306,1.803
24.5390,0.0150,-1.4161,0.9017,1.679
24.5500,0.0481,-1.5067,0.6888,1.657
24.5970,0.2174,-1.5180,0.2966,1.562
24.5990,0.2934,-1.6765,0.0239,1.702
24.6000,0.1055,-1.5703,-0.1650,1.582
24.6010,-0.1651,-1.4103,-0.2963,1.451
24.6020,-0.5007,-1.1998,-0.1963,1.315
24.6130,-0.8095,-1.0265,-0.0768,1.310
24.6220,-1.3023,-0.7706,0.1216,1.518
24.6310,-1.8353,-0.3603,0.0560,1.871
24.6420,-2.4285,0.1190,-0.0355,2.432
24.6490,-2.9077,0.5720,-0.2129,2.971
24.6610,-3.2031,0.9761,-0.3347,3.365
24.6690,-3.5928,1.3286,-0.4827,3.861
24.6800,-3.8841,1.4407,-0.6688,4.196
24.7000,-4.0262,1.3581,-1.0300,4.372
24.7030,-4.2711,1.2954,-1.3269,4.656
24.7560,-4.5060,1.4035,-1.4041,4.924
24.7580,-4.7029,1.6255,-1.3496,5.156
24.7590,-5.0610,1.7307,-1.2339,5.489
24.7600,-5.2655,1.7779,-1.0496,5.656
24.7600,-5.3712,1.8086,-0.8081,5.725
24.7610,-5.4391,1.9711,-0.6741,5.824
24.7690,-5.7165,2.2157,-0.4953,6.151
24.7800,-5.9641,2.3715,-0.3301,6.427
24.7900,-6.2866,2.4579,-0.2037,6.753
24.7990,-6.5553,2.5336,-0.1806,7.030
24.8100,-6.9487,2.4389,-0.5110,7.382
24.8210,-7.6365,1.9263,-0.9352,7.931
24.8310,-8.0183,1.5500,-1.2577,8.263
24.8450,-8.0840,1.3815,-1.4517,8.329
24.8510,-7.9253,1.5314,-1.3623,8.186
24.9020,-7.8829,1.6654,-1.2197,8.149
24.9040,-7.8149,2.0051,-0.9007,8.118
24.9050,-7.1985,2.6845,-0.4696,7.697
24.9080,-6.5540,3.7165,-0.1350,7.536
24.9090,-6.1600,4.4904,0.1805,7.625
24.9190,-6.4333,4.8391,-0.0039,8.050
24.9210,-6.8398,4.7849,-0.3765,8.356
24.9290,-7.1160,4.8318,-0.7419,8.633
24.9390,-7.1040,4.8562,-0.7836,8.641
24.9490,-6.9546,4.7354,-0.6569,8.439
24.9630,-6.7208,4.3883,-0.6726,8.055
24.9690,-6.3270,3.8530,-0.6778,7.439
24.9820,-5.9476,3.2240,-0.5777,6.790
25.0330,-5.6299,2.5811,-0.4375,6.209
25.0340,-5.2579,1.9351,-0.2187,5.607
25.0350,-5.0082,1.4789,-0.0382,5.222
25.0370,-4.7762,1.0362,0.3252,4.898
25.0380,-4.4597,0.7716,0.5879,4.564
25.0390,-4.1327,0.4899,0.9083,4.260
25.0520,-3.9757,0.2177,1.2634,4.177
25.0600,-3.5891,0.1389,1.6305,3.945
25.0690,-3.3186,0.2065,1.8339,3.797
25.0790,-3.0801,0.2075,1.8207,3.584
25.0890,-3.0179,0.1224,1.8903,3.563
25.1000,-2.7792,-0.2030,1.8297,3.334
25.1120,-2.4973,-0.7158,2.1515,3.373
25.1650,-2.0566,-1.2083,2.5090,3.462
25.1670,-1.6631,-1.7330,2.7298,3.636
25.1680,-1.1670,-2.1207,2.7457,3.660
25.1690,-0.7095,-2.5268,2.9048,3.915
25.1700,-0.3621,-2.8634,2.8428,4.051
25.1710,0.0688,-3.2113,2.9282,4.346
25.1810,0.4552,-3.4800,2.7580,4.464
25.1920,0.9196,-3.7773,2.4958,4.620
25.1990,1.2458,-4.0442,2.0206,4.689
25.2100,1.6757,-4.2015,1.6957,4.831
25.2190,2.0887,-4.3201,1.6241,5.066
25.2290,2.5495,-4.4437,1.5169,5.343
25.2380,2.8296,-4.4746,1.4571,5.491
25.2530,3.1001,-4.5326,1.5209,5.698
25.3010,3.1769,-4.5394,1.5930,5.765
25.3030,3.2737,-4.7330,1.6795,5.995
25.3040,3.2618,-4.9212,1.5326,6.100
25.3060,3.2722,-5.1987,1.4105,6.303
25.3070,3.4057,-5.4542,1.4472,6.591
25.3160,3.5625,-5.7874,1.4588,6.951
25.3200,3.7525,-5.9031,1.4713,7.148
25.3290,3.8383,-6.0848,1.3862,7.327
25.3390,3.7529,-6.2790,1.1965,7.412
25.3490,3.7318,-6.4101,1.0354,7.489
25.3590,3.5215,-6.4482,0.8750,7.399
25.3700,3.4435,-6.4114,0.7686,7.318
25.3790,3.3494,-6.4238,0.6940,7.278
25.3980,3.2110,-6.4307,0.5650,7.210
25.4000,2.9850,-6.6652,0.4116,7.315
25.4580,2.7483,-7.0144,0.0370,7.534
25.4600,2.6005,-7.1984,-0.2685,7.658
25.4610,2.7915,-7.2794,-0.6363,7.822
25.4630,2.7998,-7.2428,-1.1411,7.848
25.4640,2.7686,-7.3079,-1.4603,7.950
25.4640,3.0518,-7.1973,-1.7701,8.015
25.4690,3.4543,-6.9132,-1.8559,7.948
25.4800,4.0795,-6.4146,-1.5639,7.761
25.4900,4.4623,-5.8434,-0.9315,7.411
25.4990,4.3387,-5.3013,-0.3621,6.860
25.5100,4.2309,-4.7778,0.2449,6.387
25.5190,3.8840,-4.4465,0.6247,5.937
25.5330,3.3039,-4.1905,0.8856,5.409
25.5380,2.7350,-4.0554,1.0970,5.013
25.6120,2.2206,-4.0671,1.1858,4.783
25.6130,1.8948,-4.1321,1.2963,4.727
25.6140,1.8399,-4.2891,1.1757,4.813
25.6150,1.9057,-4.6274,0.8673,5.079
25.6160,1.9134,-4.7160,0.4737,5.111
25.6170,1.8677,-4.6120,0.2091,4.980
25.6180,1.8275,-4.1576,0.0363,4.542
25.6190,1.7465,-3.6621,0.1419,4.060
25.6300,1.4378,-3.1031,0.1945,3.426
25.6440,1.1444,-2.5691,0.2271,2.822
25.6490,0.8047,-1.8965,0.3259,2.086
25.6590,0.5448,-1.3820,0.4284,1.546
25.6690,0.1970,-0.8820,0.5861,1.077
25.6800,-0.3104,-0.4492,0.5905,0.804
25.6890,-0.7242,-0.1380,0.6022,0.952
25.7440,-0.9806,0.0610,0.6523,1.179
25.7460,-1.0536,0.2266,0.4233,1.158
25.7460,-0.9514,0.3022,0.3251,1.050
25.7470,-0.6344,0.1091,-0.1025,0.652
25.7480,-0.4912,-0.0634,-0.4902,0.697
25.7490,-0.3775,-0.0802,-0.9359,1.012
25.7610,-0.2583,-0.1027,-1.1845,1.217
25.7680,-0.2023,-0.1671,-1.1847,1.213
25.7790,-0.1643,-0.0449,-1.1125,1.125
25.7890,-0.4390,0.2623,-0.8007,0.950
25.7990,-0.7618,0.4656,-0.2017,0.915
25.8130,-0.9614,0.6322,0.3235,1.195
25.8220,-1.2926,0.8884,0.6623,1.703
25.8830,-1.7185,1.1166,0.8887,2.234
25.8850,-2.2078,1.3574,1.0626,2.801
25.8860,-2.4560,1.5364,0.9567,3.051
25.8870,-2.7077,1.5635,0.3918,3.151
25.8870,-2.9114,1.4832,-0.3343,3.285
25.8880,-3.2171,1.4106,-0.8749,3.620
25.8890,-3.3406,1.3677,-1.2057,3.806
25.8990,-3.6649,1.2964,-1.3469,4.114
25.9090,-3.8417,1.2457,-1.4554,4.293
25.9190,-4.0171,1.2712,-1.3719,4.431
25.9290,-4.3258,1.4455,-1.0920,4.690
25.9390,-4.6603,1.4454,-0.7271,4.933
25.9500,-5.0501,1.3879,-0.5346,5.265
26.0460,-5.4992,1.3640,-0.3587,5.677
26.0470,-5.7378,1.4578,-0.1525,5.922
26.0480,-5.7927,1.6888,0.1236,6.035
26.0490,-5.8175,1.9704,0.2295,6.146
26.0500,-6.1620,2.0745,0.0627,6.502
26.0510,-6.5758,1.9605,-0.2309,6.866
26.0510,-6.9001,2.0170,-0.2277,7.192
26.0510,-6.7791,2.2574,-0.1029,7.146
26.0520,-6.6109,2.5961,0.2397,7.106
26.0530,-6.5957,2.7746,0.3477,7.164
26.0600,-6.6382,2.7603,0.4153,7.201
26.0690,-6.4131,2.9845,0.4324,7.087
26.0790,-5.7803,3.4166,0.6183,6.743
26.0900,-5.2199,3.9489,0.7665,6.590
26.1020,-5.1645,4.0944,0.7745,6.636
26.1590,-5.5621,3.9110,0.5074,6.818
26.1610,-5.8178,3.5412,0.1690,6.813
26.1620,-5.9674,3.2888,-0.0979,6.814
26.1620,-5.9575,3.1591,-0.1551,6.745
26.1630,-5.9686,2.9958,-0.0779,6.679
26.1640,-5.9254,2.8904,0.0660,6.593
26.1690,-5.8364,2.6410,-0.0785,6.407
26.1790,-5.5530,2.2707,-0.1427,6.001
26.1880,-5.2536,1.8609,-0.2060,5.577
26.1980,-4.8816,1.4731,-0.0835,5.100
26.2090,-4.5259,1.1321,0.2218,4.671
26.2180,-4.1811,0.8840,0.6559,4.324
26.2290,-3.9772,0.6619,1.1019,4.180
26.2380,-3.7667,0.5768,1.4088,4.063
26.2820,-3.6226,0.5196,1.6462,4.013
26.2840,-3.3580,0.4227,1.9871,3.925
26.2840,-3.0824,0.4101,2.1641,3.789
26.2850,-2.7310,0.3543,2.4543,3.689
26.2930,-2.4637,0.1852,2.6735,3.640
26.2990,-2.1860,0.0084,2.8931,3.626
26.3090,-1.9280,-0.2274,3.1150,3.670
26.3190,-1.6557,-0.5172,3.0106,3.475
26.3290,-1.3265,-0.7743,2.9911,3.362
26.3380,-1.1911,-1.1283,2.9090,3.340
26.3490,-0.9440,-1.5290,2.5725,3.138
26.3630,-0.7794,-1.9319,2.1831,3.018
26.3680,-0.5189,-2.3232,1.8958,3.043
26.4190,-0.2497,-2.5714,1.5250,3.000
26.4210,0.1173,-2.8623,1.2113,3.110
26.4220,0.5542,-3.1971,0.9876,3.392
26.4220,1.0211,-3.4497,0.8662,3.700
26.4240,1.4344,-3.8503,0.7417,4.175
26.4300,1.9870,-4.1091,0.9650,4.665
26.4390,2.5227,-4.3818,1.1749,5.191
26.4480,2.9328,-4.5238,1.3049,5.547
26.4600,3.2930,-4.6964,1.4447,5.915
26.4680,3.4897,-4.9571,1.6044,6.271
26.4790,3.6448,-5.1616,1.8141,6.574
26.4880,3.8051,-5.4532,1.9852,6.940
26.4980,3.7995,-5.5734,2.0790,7.058
26.5130,3.8643,-5.7166,1.8217,7.137
26.5710,3.9314,-5.8511,1.5167,7.210
26.5720,3.8359,-6.0292,1.0229,7.219
26.5740,3.8686,-6.2205,0.5339,7.345
26.5760,3.8832,-6.3411,0.1762,7.438
26.5760,3.9235,-6.4645,-0.1996,7.565
26.5770,4.0424,-6.5750,-0.5120,7.735
26.5780,4.1491,-6.7130,-0.6222,7.916
26.5880,4.1911,-6.9060,-0.7276,8.111
26.5990,3.9133,-7.0261,-0.8510,8.087
26.6090,3.6049,-7.1684,-1.1085,8.100
26.6180,3.3954,-7.0413,-1.3885,7.940
26.6290,3.2723,-6.5757,-1.7338,7.547
26.6380,3.0182,-6.1165,-1.9772,7.101
26.6480,2.6424,-5.8232,-2.2017,6.763
26.7040,2.3026,-5.5593,-2.3205,6.449
26.7060,2.2718,-5.2300,-2.3921,6.184
26.7080,2.7178,-4.7955,-1.9100,5.834
26.7100,3.0713,-4.4722,-1.3531,5.591
26.7100,3.2554,-4.4600,-0.8282,5.583
26.7110,3.2644,-4.6627,-0.2785,5.699
26.7200,3.2033,-4.8949,-0.0816,5.850
26.7300,3.0815,-5.1078,0.1145,5.966
26.7390,3.0758,-5.3080,0.4573,6.152
26.7490,2.9749,-5.3443,0.6846,6.155
26.7590,2.5197,-5.4124,0.7275,6.014
26.7680,2.0195,-5.3169,0.7694,5.739
26.7790,1.6806,-5.1543,0.8368,5.486
26.7880,1.4670,-4.6483,0.9531,4.967
26.8070,1.3522,-4.1077,1.1061,4.464
26.8100,1.3036,-3.4605,1.3981,3.953
26.8200,1.1762,-2.7429,1.5100,3.345
26.8980,1.0484,-2.0437,1.4870,2.736
26.8990,0.9179,-1.4513,1.4792,2.266
26.9000,0.6320,-0.9290,1.5086,1.881
26.9010,0.2068,-0.4520,1.4531,1.536
26.9020,-0.1542,-0.0723,1.2729,1.284
26.9030,-0.4963,0.3167,0.7471,0.951
26.9030,-0.6120,0.4404,0.0476,0.755
26.9040,-0.5684,0.4840,-0.5954,0.955
26.9110,-0.3777,0.3832,-1.1128,1.236
26.9190,-0.2389,0.3116,-1.5256,1.575
26.9330,-0.0500,0.1708,-1.6398,1.649
26.9400,0.1928,0.0323,-1.4660,1.479
26.9970,0.4073,-0.2081,-1.3505,1.426
26.9990,0.4902,-0.2924,-1.0252,1.173
27.0000,0.3528,-0.2841,-0.6585,0.799
27.0000,0.0131,-0.1823,-0.1836,0.259
27.0010,-0.4100,-0.1154,0.1055,0.439
27.0010,-0.8889,0.2286,0.3880,0.996
27.0110,-1.3975,0.5508,0.4602,1.571
27.0190,-1.7628,0.7260,0.4621,1.962
27.0280,-2.1288,0.8265,0.3875,2.316
27.0400,-2.3878,0.8217,0.3229,2.546
27.0490,-2.6753,0.6940,0.1306,2.767
27.0640,-2.9196,0.6255,-0.0198,2.986
27.1190,-3.0529,0.6300,-0.1361,3.120
27.1210,-3.1101,0.5316,-0.1926,3.161
27.1220,-3.3476,0.2659,-0.2990,3.371
27.1230,-3.6737,0.2298,-0.3526,3.698
27.1230,-3.9378,0.4207,-0.4081,3.981
27.1250,-3.9826,0.6388,-0.2688,4.042
27.1310,-4.2673,0.7828,-0.4315,4.360
27.1390,-4.5387,1.0631,-0.3603,4.675
27.1490,-4.7511,1.2102,-0.2694,4.910
27.1590,-5.1850,1.4228,-0.3559,5.388
27.1690,-5.8637,1.4993,-0.6200,6.084
27.1800,-6.5514,1.5599,-0.7674,6.778
27.1890,-7.1604,1.5594,-0.9020,7.384
27.1990,-7.6368,1.8577,-1.0472,7.929
27.2170,-7.8034,2.2179,-1.0261,8.177
27.2250,-7.8104,2.4884,-0.9308,8.250
27.2930,-7.4375,2.7435,-0.8017,7.968
27.2950,-6.8472,3.1446,-0.5920,7.558
27.2960,-6.1173,3.7310,-0.3564,7.174
27.2970,-5.9488,4.3070,-0.5543,7.365
27.2980,-6.3487,4.6017,-0.9223,7.895
27.2980,-6.8663,4.5352,-1.1838,8.314
27.2990,-7.0979,4.4097,-1.3578,8.466
27.3000,-7.0767,4.1195,-1.2977,8.291
27.3100,-7.0397,3.8643,-0.9912,8.092
27.3190,-6.7698,3.4823,-0.6958,7.645
27.3290,-6.3907,3.0683,-0.4233,7.102
27.3400,-5.9398,2.3464,-0.4483,6.402
27.3490,-5.5568,1.8619,-0.1795,5.863
27.3650,-5.2036,1.5634,-0.0839,5.434
27.3740,-4.8793,1.1911,0.1313,5.024
27.4370,-4.7319,0.9689,0.3487,4.843
27.4390,-4.5053,0.8885,0.6628,4.640
27.4400,-4.2552,0.8906,1.0160,4.465
27.4410,-4.0200,0.9554,1.2264,4.310
27.4420,-3.7104,0.9700,1.5603,4.140
27.4430,-3.3553,0.8952,1.6310,3.837
27.4440,-2.8729,0.7685,1.9123,3.536
27.4510,-2.4045,0.5099,2.3013,3.367
27.4590,-2.0036,0.3022,2.5651,3.269
27.4690,-1.7452,-0.0566,2.8011,3.301
27.4830,-1.3960,-0.2484,3.0202,3.336
27.4900,-1.2075,-0.5917,3.1682,3.442
27.5650,-0.9419,-1.0795,3.1899,3.497
27.5660,-0.7040,-1.4634,2.9739,3.388
27.5680,-0.2845,-1.7645,2.8753,3.386
27.5680,0.0308,-2.1073,2.5996,3.347
27.5690,0.4409,-2.4931,2.2075,3.359
27.5700,0.7069,-2.8321,1.8012,3.430
27.5700,1.0391,-3.1388,1.5411,3.648
27.5710,1.3383,-3.4320,1.3970,3.940
27.5810,1.6661,-3.6178,1.2628,4.178
27.5880,1.8578,-3.7790,1.3214,4.413
27.5980,2.0793,-3.8634,1.5206,4.643
27.6130,2.3413,-3.8435,1.6490,4.793
27.6190,2.6330,-3.8449,1.6940,4.958
27.6730,2.8134,-3.9737,1.4689,5.086
27.6750,2.9833,-4.2262,1.2539,5.323
27.6770,3.2026,-4.6734,1.2795,5.808
27.6770,3.4338,-5.0612,1.2822,6.249
27.6790,3.7879,-5.4334,1.2403,6.739
27.6800,3.9818,-5.6555,1.0573,6.997
27.6890,4.0685,-5.9039,0.7237,7.206
27.6990,4.0033,-6.0736,0.1903,7.277
27.7090,3.9522,-6.2595,-0.4892,7.419
27.7180,3.7425,-6.4913,-1.0221,7.562
27.7300,3.7578,-6.4482,-1.4319,7.599
27.7380,3.8179,-6.4375,-1.7574,7.688
27.7540,3.8739,-6.4168,-1.8469,7.720
27.8070,3.7449,-6.5890,-1.8880,7.810
27.8100,3.4614,-6.7276,-1.7455,7.765
27.8110,3.2607,-6.8850,-1.7003,7.806
27.8120,3.1623,-6.6984,-1.5800,7.574
27.8130,2.9894,-6.4281,-1.2527,7.199
27.8130,2.9031,-6.3769,-0.9332,7.068
27.8190,2.9397,-6.2261,-0.8589,6.939
27.8300,3.1710,-6.0478,-0.7579,6.871
27.8380,3.5393,-5.6206,-0.3913,6.654
27.8500,3.7383,-5.3574,-0.0561,6.533
27.8600,3.7336,-5.2180,0.3217,6.424
27.8690,3.6014,-5.0340,0.6899,6.228
27.8820,3.3999,-4.7230,1.1096,5.924
27.8890,3.2859,-4.5153,1.4891,5.779
27.9070,2.9630,-4.4344,1.8828,5.656
27.9800,2.6692,-4.6098,1.7887,5.619
27.9820,2.4198,-4.6157,1.4273,5.404
27.9830,2.3129,-4.5453,0.8172,5.165
27.9840,2.1968,-4.1140,0.2373,4.670
27.9850,2.1506,-3.6230,-0.0712,4.214
27.9850,2.1483,-3.1442,-0.2896,3.819
27.9860,2.0447,-2.5589,-0.3420,3.293
27.9870,1.9224,-2.0960,-0.1961,2.851
27.9890,1.7800,-1.6190,-0.1299,2.410
27.9990,1.5608,-1.0962,-0.1727,1.915
28.0080,1.2051,-0.7588,-0.3260,1.461
28.0180,0.9862,-0.4298,-0.5293,1.199
28.0360,0.8403,-0.2632,-0.7220,1.139
28.0390,0.8621,-0.2374,-1.0035,1.344
28.0940,0.9538,-0.3902,-1.1084,1.514
28.0960,1.2243,-0.6902,-1.1352,1.807
28.0970,1.4026,-0.9357,-0.8764,1.900
28.0980,1.5650,-1.2029,-0.6959,2.093
28.0980,1.5502,-1.3665,-0.3975,2.104
28.1000,1.3953,-1.4971,-0.0250,2.047
28.1100,0.9991,-1.5152,0.3590,1.850
28.1180,0.4445,-1.2851,0.6306,1.499
28.1290,-0.0923,-1.0567,0.5708,1.205
28.1390,-0.6770,-0.6334,0.6884,1.155
28.1490,-1.3063,-0.1753,0.5459,1.427
28.1580,-1.8978,0.3313,0.4017,1.968
28.1730,-2.3958,0.7947,0.1957,2.532
28.2210,-2.8701,1.0399,-0.0214,3.053
28.2230,-3.1607,1.1281,-0.1472,3.359
28.2240,-3.3917,1.0540,-0.3841,3.572
28.2250,-3.7473,0.9115,-0.4681,3.885
28.2270,-4.0012,0.9059,-0.4086,4.123
28.2320,-4.2839,1.0098,-0.3689,4.417
28.2390,-4.4834,1.0921,-0.2545,4.622
28.2480,-4.6783,1.2329,-0.1766,4.841
28.2600,-4.8985,1.5907,0.0511,5.151
28.2680,-5.2348,1.8173,0.1880,5.544
28.2800,-5.7572,2.0748,0.2464,6.125
28.2880,-6.0580,2.3333,0.1437,6.493
28.3000,-6.2209,2.4877,0.0604,6.700
28.3090,-6.2207,2.5378,-0.0560,6.719
28.3210,-6.3984,2.6411,-0.4165,6.935
28.4000,-6.9779,2.4428,-0.8097,7.437
28.4010,-7.5437,2.2259,-1.0404,7.934
28.4020,-7.9820,2.1940,-1.2526,8.372
28.4030,-8.1091,2.3028,-1.1425,8.507
28.4040,-8.2023,2.4954,-1.0124,8.633
28.4050,-8.1215,2.6183,-0.6495,8.558
28.4060,-7.8332,3.2879,-0.4694,8.508
28.4060,-7.6885,4.1342,-0.3118,8.735
28.4120,-7.9184,4.4892,-0.5160,9.117
28.4190,-8.3637,4.4581,-0.7442,9.507
28.4290,-8.6841,4.2626,-1.0208,9.728
28.4390,-8.8080,3.9091,-0.9156,9.680
28.4510,-8.5664,3.4906,-0.6821,9.275
28.5130,-8.2973,3.2588,-0.3501,8.921
28.5150,-7.8797,2.8754,-0.1297,8.389
28.5150,-7.4115,2.4658,-0.0860,7.811
28.5160,-7.0370,1.9142,-0.1554,7.294
28.5170,-6.5518,1.3923,-0.1913,6.701
28.5180,-6.1169,0.9341,0.0051,6.188
28.5190,-5.6129,0.4843,0.2755,5.641
28.5310,-5.1010,0.0120,0.7747,5.160
28.5380,-4.4210,-0.1898,1.2720,4.604
28.5490,-3.9400,-0.3207,1.8196,4.352
28.5610,-3.5535,-0.3314,2.4528,4.331
28.5690,-3.1224,-0.3760,2.7072,4.150
28.5820,-2.7260,-0.4556,3.0528,4.118
28.5890,-2.0569,-0.4470,3.1254,3.768
28.6070,-1.7475,-0.5562,3.3562,3.825
28.6180,-1.5044,-0.7896,3.4575,3.852
28.6190,-1.3381,-1.0864,3.5482,3.945
28.6950,-1.1357,-1.2737,3.4899,3.885
28.6970,-0.9144,-1.5566,3.3691,3.822
28.6980,-0.7976,-1.9186,3.0948,3.728
28.6980,-0.5863,-2.1544,2.6815,3.489
28.6990,-0.2843,-2.4260,2.1112,3.229
28.7000,0.0117,-2.7147,1.8277,3.273
28.7000,0.3972,-3.1012,1.5385,3.485
28.7010,0.7662,-3.3262,1.4278,3.700
28.7090,1.0396,-3.5666,1.2994,3.936
28.7190,1.3858,-3.8538,1.1495,4.254
28.7330,1.8146,-4.1031,1.0461,4.607
28.7380,2.2983,-4.3493,1.0030,5.020
28.8200,2.6601,-4.5313,1.0207,5.353
28.8210,3.0208,-4.7395,1.0725,5.722
28.8220,3.4795,-4.7805,1.2728,6.048
28.8230,3.6879,-5.0393,1.4699,6.415
28.8240,3.7978,-5.2264,1.5423,6.642
28.8250,3.8547,-5.4116,1.4851,6.808
28.8260,3.7904,-5.7733,1.2459,7.018
28.8270,3.7033,-6.1036,1.1081,7.225
28.8310,3.6398,-6.3649,0.9749,7.397
28.8390,3.6663,-6.5613,0.8502,7.564
28.8490,3.7127,-6.7359,0.8196,7.735
28.8650,3.8022,-6.9243,0.7337,7.934
28.8700,3.9739,-7.0574,0.6867,8.128
28.9240,4.1858,-7.1108,0.6297,8.275
28.9270,4.1318,-7.3059,0.5323,8.410
28.9280,3.9036,-7.6127,0.3544,8.563
28.9290,3.8228,-7.8688,0.0406,8.748
28.9300,3.7783,-7.7812,-0.1928,8.652
28.9300,3.6423,-7.7423,-0.3814,8.565
28.9380,3.4673,-7.6580,-0.5095,8.422
28.9490,3.5260,-7.3633,-0.4688,8.177
28.9580,3.7621,-7.0746,-0.2449,8.016
28.9680,4.0874,-6.6527,0.0129,7.808
28.9800,4.3434,-6.2465,0.4080,7.619
28.9880,4.4816,-5.7056,0.7363,7.293
29.0040,4.4103,-5.2492,1.1242,6.948
29.0610,4.1916,-4.9713,1.2936,6.630
29.0630,3.8588,-4.7640,1.2134,6.250
29.0640,3.4981,-4.6917,0.9250,5.925
29.0650,3.2334,-4.7158,0.4460,5.735
29.0650,3.0996,-4.7790,-0.1566,5.698
29.0660,3.1528,-4.9396,-0.5930,5.890
29.0690,3.1375,-5.2050,-1.0834,6.173
29.0800,3.0386,-5.2416,-1.5144,6.245
29.0880,2.7186,-5.1988,-1.6147,6.085
29.0980,2.3845,-4.8745,-1.2742,5.574
29.1100,2.2729,-4.4164,-0.6274,5.006
29.1180,2.0502,-3.8943,0.0277,4.401
29.1300,1.6489,-3.3679,0.4472,3.776
29.1380,1.1589,-2.5222,0.8088,2.891
29.1490,0.5063,-1.7120,1.1115,2.103
29.2340,-0.0957,-1.0091,1.3646,1.700
29.2350,-0.7503,-0.4015,1.1252,1.411
29.2360,-1.3817,0.0581,0.7678,1.582
29.2360,-1.5885,0.3789,0.0537,1.634
29.2370,-1.4281,0.4385,-0.7278,1.662
29.2380,-1.2213,0.3224,-1.3877,1.877
29.2390,-0.8229,0.1321,-1.6766,1.872
29.2390,-0.3946,-0.0837,-1.8699,1.913
29.2400,-0.0961,-0.3923,-1.9016,1.944
29.2500,0.1421,-0.6711,-1.7725,1.901
29.2580,0.1249,-0.8006,-1.5571,1.755
29.2680,-0.3645,-0.5738,-1.0777,1.274
29.2860,-1.4626,0.0219,-0.4742,1.538
29.3770,-2.5191,0.6030,0.0614,2.591
29.3780,-3.1523,1.0296,0.1855,3.321
29.3790,-3.3067,1.1805,0.3041,3.524
29.3800,-3.2795,1.4174,0.1506,3.576
29.3800,-3.2029,1.6567,-0.0719,3.607
29.3810,-3.2026,1.8465,-0.3443,3.713
29.3810,-3.4162,1.8751,-0.6775,3.955
29.3820,-3.5758,1.8427,-0.9011,4.122
29.3820,-3.6413,1.7615,-1.0599,4.182
29.3830,-3.8428,1.7321,-1.0736,4.350
29.3880,-4.1658,1.7870,-0.9493,4.631
29.3990,-4.4182,1.8688,-0.7243,4.852
29.4080,-4.4117,1.9378,-0.3958,4.835
29.4210,-4.3587,1.9297,-0.1718,4.770
29.4890,-4.4173,1.8356,0.0219,4.784
29.4910,-4.4803,1.7013,0.2135,4.797
29.4920,-4.5053,1.7811,0.5177,4.872
29.4930,-4.4704,1.8341,0.7693,4.893
29.4940,-4.5216,1.8482,0.8991,4.967
29.4940,-5.0205,1.7490,0.7715,5.372
29.4950,-5.8114,1.4054,0.4775,5.998
29.4990,-6.2921,1.2196,0.1784,6.412
29.5080,-6.4607,1.1674,0.1202,6.566
29.5180,-6.5728,1.3888,0.2563,6.723
29.5290,-6.6507,1.5240,0.3462,6.832
29.5380,-6.6527,1.7609,0.6336,6.911
29.5490,-6.3861,2.4631,0.9061,6.904
29.5580,-5.9070,3.3096,1.1319,6.865
29.5690,-5.8471,3.9023,1.0807,7.112
29.6340,-6.0905,3.9696,0.8045,7.314
29.6350,-6.4046,3.7682,0.2605,7.435
