time,ax,ay,az,aT
23.3170,-3.9600,-7.2863,-2.4619,8.651
23.3180,-2.8177,-6.6972,-3.0232,7.870
23.3950,-1.6374,-6.1765,-3.6133,7.341
23.3970,-0.4579,-5.6706,-4.2277,7.088
23.3990,0.2446,-5.1609,-4.8685,7.099
23.4000,0.6310,-4.7563,-5.0570,6.971
23.4020,0.5067,-4.2256,-4.7091,6.347
23.4030,0.4535,-3.8178,-3.7539,5.373
23.4040,0.6399,-3.6553,-2.5292,4.491
23.4050,0.8763,-3.4915,-1.1483,3.778
23.4080,1.4929,-3.4710,0.2891,3.789
23.4460,1.9206,-3.2682,1.4297,4.051
23.4480,2.4141,-3.0162,2.0084,4.354
23.4500,3.0014,-2.7685,2.2135,4.645
23.4510,3.5654,-2.3741,1.8931,4.683
23.4550,4.3903,-1.9943,0.8764,4.901
23.4660,5.2113,-1.8458,-0.6089,5.562
23.4720,5.7625,-1.6712,-1.7989,6.264
23.5160,6.2833,-1.5462,-2.5246,6.946
23.5210,7.0245,-1.5500,-3.0046,7.796
23.5220,7.7576,-1.5950,-2.8522,8.418
23.5250,8.3530,-1.4228,-2.0755,8.724
23.5260,9.1268,-1.0217,-1.2701,9.271
23.5360,9.7525,-0.4047,-1.1618,9.830
23.5420,10.9161,0.5747,-1.1775,10.994
23.5830,11.6622,1.5420,-1.7454,11.892
23.5850,12.6003,2.1936,-2.6139,13.054
23.5870,13.2258,3.3066,-3.2779,14.021
23.5890,13.8553,4.2626,-3.4388,14.899
23.5970,14.9045,4.2496,-3.1393,15.813
23.6040,16.2887,3.8148,-2.5640,16.925
23.6110,16.9164,4.0391,-1.7573,17.480
23.6230,17.4655,4.8191,-1.2690,18.163
23.7050,17.9093,5.2311,-1.2684,18.701
23.7100,18.5363,4.8449,-1.0475,19.188
23.7120,18.8362,4.2829,-0.4154,19.321
23.7160,18.7538,3.5486,0.6048,19.096
23.7210,17.8772,3.0043,1.0308,18.157
23.7220,16.2873,2.4469,1.0221,16.502
23.7230,14.4365,1.7990,0.6240,14.562
23.7240,13.0672,1.0895,-0.4043,13.119
23.7250,12.4839,0.1865,-1.4743,12.572
23.7260,12.3562,-0.8061,-2.2810,12.591
23.7320,12.4285,-1.8936,-2.8528,12.891
23.7420,12.6641,-3.2794,-3.1574,13.457
23.7530,12.3677,-4.5994,-3.2672,13.594
23.7630,11.3311,-5.6663,-3.4584,13.132
23.7800,9.7113,-6.2409,-3.3601,12.023
23.7830,7.8783,-6.6834,-3.2846,10.841
23.7920,5.9891,-6.7001,-3.0182,9.480
23.9020,4.3251,-6.7478,-2.6338,8.437
23.9040,2.6341,-6.2583,-2.2244,7.145
23.9060,1.7800,-6.1116,-1.7782,6.609
23.9070,1.2130,-6.1285,-1.6156,6.453
23.9080,0.7231,-6.1528,-1.8889,6.477
23.9090,0.5042,-6.4818,-2.2082,6.866
23.9100,-0.3220,-6.8817,-2.3741,7.287
23.9140,-1.4167,-7.1284,-2.2829,7.618
23.9170,-2.5609,-7.0882,-1.9580,7.787
23.9190,-3.2756,-7.0586,-1.4995,7.925
23.9200,-3.5413,-7.0456,-0.9291,7.940
23.9210,-3.4968,-6.9824,-0.2282,7.812
23.9310,-3.4677,-6.9306,0.7248,7.784
23.9510,-3.3512,-7.0450,1.2431,7.900
23.9530,-3.3119,-7.1881,1.3912,8.036
23.9540,-3.4391,-7.4710,1.2601,8.321
24.0490,-3.7431,-7.6510,1.0496,8.582
24.0510,-4.3242,-7.7999,0.5735,8.937
24.0530,-5.1293,-7.8576,0.0082,9.384
24.0550,-5.6396,-7.9030,-0.4125,9.718
24.0570,-5.8369,-7.8955,-0.6455,9.840
24.0590,-6.2829,-7.8406,-0.8071,10.080
24.0610,-6.9029,-7.8045,-0.7355,10.445
24.0630,-7.5681,-7.8440,-1.0225,10.948
24.0650,-8.0634,-7.7609,-1.6150,11.307
24.0670,-8.6040,-7.8487,-2.3128,11.874
24.0710,-9.4005,-7.7911,-2.3439,12.432
24.0770,-10.2130,-8.0569,-1.7065,13.120
24.0960,-11.3245,-8.6498,-0.3351,14.254
24.0980,-12.3108,-9.1603,1.2565,15.396
24.1770,-13.3328,-9.3548,2.7382,16.516
24.1800,-13.8773,-8.8415,3.9241,16.916
24.1860,-13.0376,-8.8343,3.9682,16.241
24.1880,-10.3834,-10.2143,2.3184,14.749
24.1900,-8.7857,-11.5095,-0.2490,14.482
24.1910,-9.6774,-11.1875,-2.1458,14.947
24.1920,-11.2039,-10.4821,-2.3995,15.529
24.1930,-11.8433,-10.7639,-1.9192,16.119
24.1950,-11.3374,-11.2215,-0.7678,15.970
24.1960,-9.5940,-11.5328,1.3101,15.059
24.2040,-6.8940,-12.5078,2.8435,14.562
24.2120,-4.1066,-12.9156,3.1232,13.908
24.2280,-1.3160,-12.9085,2.0279,13.133
24.2330,0.3958,-12.2364,-0.2425,12.245
24.2420,0.9893,-11.5362,-2.8549,11.925
24.3340,1.0089,-11.0389,-5.0692,12.189
24.3370,1.0438,-10.7961,-6.9927,12.905
24.3420,0.8748,-10.4906,-8.2111,13.351
24.3430,0.4793,-10.0025,-8.2983,13.005
24.3440,-0.3091,-9.3920,-7.0846,11.768
24.3520,-0.7522,-8.8333,-5.3497,10.354
24.3530,-0.9698,-8.5891,-3.4771,9.317
24.3540,-1.4696,-8.1853,-1.8826,8.527
24.3550,-2.0803,-7.6447,-0.2150,7.926
24.3560,-2.6723,-7.1396,1.0793,7.699
24.3850,-2.9415,-6.5084,1.9011,7.391
24.3870,-2.8355,-5.9501,2.3726,7.005
24.3890,-2.3027,-5.7480,2.0877,6.535
24.3900,-1.5974,-5.4275,1.3540,5.817
24.4850,-0.7540,-4.8151,0.3998,4.890
24.4870,0.2729,-4.3420,-1.1824,4.508
24.4890,1.2406,-3.8203,-3.0887,5.067
24.4900,2.0202,-3.3905,-4.5960,6.058
24.4920,2.5207,-2.9123,-5.6530,6.840
24.4930,2.5387,-2.4394,-5.5633,6.584
24.4950,2.6633,-2.1418,-4.5792,5.714
24.4970,2.7295,-2.0407,-3.0058,4.544
24.4990,2.7619,-1.8052,-1.5448,3.643
24.5250,3.2854,-1.6267,-0.1336,3.668
24.5280,4.0244,-1.4481,0.8150,4.354
24.5320,4.7856,-1.1026,1.1237,5.038
24.5330,5.4352,-0.6941,0.7632,5.532
24.5450,6.2284,-0.2721,-0.1492,6.236
24.5500,6.8210,0.1100,-1.2713,6.939
24.6490,7.3055,0.4992,-2.1280,7.625
24.6520,7.9475,0.7252,-2.7850,8.453
24.6530,8.6112,0.8154,-3.2887,9.254
24.6550,9.0790,1.0003,-3.6070,9.820
24.6560,9.4809,1.2864,-3.4994,10.188
24.6570,9.8103,1.3722,-3.3051,10.443
24.6620,10.0949,1.4595,-2.6452,10.537
24.6660,10.2717,1.5630,-1.8564,10.554
24.6670,10.5498,1.5434,-0.8662,10.697
24.6690,10.7436,1.7939,-0.1016,10.893
24.6700,11.1417,1.8632,0.3718,11.303
24.6710,11.7223,1.8247,0.6536,11.881
24.6740,12.3078,1.7737,1.1065,12.484
24.6770,12.6986,2.0600,1.1485,12.916
24.6920,12.9071,2.4680,0.7935,13.165
24.6950,13.1930,2.6685,-0.2420,13.462
24.7040,13.5099,2.8034,-1.2768,13.857
24.7120,13.7807,2.8763,-1.8712,14.201
24.7870,14.0547,2.7576,-1.6965,14.423
24.7900,14.0046,2.5547,-0.8109,14.259
24.7910,13.6238,2.2674,0.7967,13.834
24.7930,12.9920,1.8359,1.9268,13.262
24.8010,12.1118,1.3590,2.4441,12.430
24.8020,11.1844,0.8885,2.6254,11.523
24.8040,10.1683,0.4333,2.4118,10.459
24.8060,9.1823,0.0549,1.8959,9.376
24.8070,8.6130,-0.6146,1.0486,8.698
24.8220,8.0504,-1.4036,0.2058,8.174
24.8240,7.3268,-1.9044,-0.3763,7.580
24.9360,6.5179,-2.1089,-0.6685,6.883
24.9380,5.9234,-2.3686,-0.7373,6.422
24.9390,5.4134,-2.6603,-0.6841,6.070
24.9410,4.9035,-2.8493,-0.2517,5.677
24.9430,4.3982,-3.0704,0.2973,5.372
24.9440,3.7386,-3.4689,0.7330,5.153
24.9480,2.9525,-3.7419,0.7999,4.833
24.9500,2.1555,-3.9904,0.8415,4.613
24.9550,1.4968,-4.1292,0.7177,4.450
24.9560,1.3219,-4.3262,0.5075,4.552
24.9570,1.3485,-4.4221,0.3675,4.638
24.9580,1.6518,-4.6237,0.2043,4.914
24.9600,1.7654,-4.9182,0.0728,5.226
24.9640,1.7916,-5.2707,-0.1236,5.568
24.9720,1.8010,-5.9085,-0.2897,6.184
24.9880,1.7374,-6.3042,-0.3465,6.548
25.0810,1.5763,-6.8474,-0.2726,7.032
25.0840,0.9687,-7.3946,-0.3781,7.467
25.0850,0.3645,-8.0574,-0.4002,8.076
25.0870,-0.2774,-8.6938,-0.3431,8.705
25.0890,-1.2430,-9.0522,-0.3205,9.143
25.0900,-2.3346,-9.1680,-0.1186,9.461
25.0920,-3.3205,-9.2477,0.2428,9.829
25.0950,-4.3570,-9.0128,0.9231,10.053
25.0970,-4.8599,-9.0126,1.7878,10.394
25.0990,-5.1684,-9.1925,2.1605,10.765
25.1000,-5.7635,-9.2346,1.8876,11.048
25.1110,-5.9855,-9.5620,1.5677,11.389
25.1140,-6.6308,-9.7055,0.7260,11.777
25.2230,-7.2219,-9.7512,-0.0886,12.135
25.2260,-7.9941,-9.6478,-0.3837,12.535
25.2280,-8.2117,-9.5927,-0.0191,12.627
25.2320,-8.0010,-9.5337,0.3345,12.451
25.2350,-7.8665,-9.4969,0.7378,12.354
25.2360,-8.3892,-9.3945,1.0243,12.637
25.2380,-8.9519,-9.7943,0.8009,13.293
25.2390,-8.9524,-11.0143,0.4609,14.201
25.2400,-8.8042,-11.9223,-0.3983,14.826
25.2420,-9.0642,-11.6326,-0.9112,14.775
25.2430,-9.5321,-10.5773,-0.8444,14.264
25.2450,-9.5078,-9.7684,-0.3833,13.637
25.2460,-8.8930,-9.2599,0.3609,12.844
25.2530,-7.6366,-9.3169,1.8371,12.186
25.2630,-5.8842,-9.7405,3.0807,11.789
25.3620,-4.1711,-10.0617,3.1279,11.332
25.3670,-2.7122,-9.9562,1.8420,10.482
25.3680,-1.5497,-9.6697,-0.6626,9.815
25.3690,-1.2671,-9.4880,-3.9706,10.363
25.3700,-1.3898,-9.3498,-7.1127,11.830
25.3710,-1.5395,-9.3140,-9.2765,13.235
25.3730,-1.9839,-9.2823,-10.1572,13.902
25.3740,-2.6075,-9.4179,-9.3593,13.531
25.3750,-3.4528,-9.3218,-6.9787,12.146
25.3760,-3.8532,-9.1887,-4.4212,10.901
25.3770,-3.8241,-9.0410,-2.3202,10.087
25.4430,-3.7670,-8.3903,-0.5279,9.212
25.4460,-3.2819,-7.7511,0.7012,8.446
25.4510,-2.5314,-7.1436,0.9702,7.641
25.4530,-1.9529,-6.5955,0.5599,6.901
25.4540,-1.8577,-5.9001,-0.2360,6.190
25.4550,-2.2752,-5.5444,-1.2619,6.124
25.4560,-2.9651,-5.1138,-1.7846,6.175
25.4570,-3.4556,-4.6855,-1.8352,6.104
25.4620,-3.1832,-4.1965,-1.5033,5.478
25.4770,-2.2133,-4.0272,-1.2341,4.758
25.5510,-1.3457,-3.4489,-0.9529,3.823
25.5530,-0.5469,-2.8152,-0.6651,2.944
25.5550,0.1860,-2.2507,-1.0114,2.474
25.5570,0.7806,-1.6108,-1.6546,2.438
25.5580,0.9098,-1.1152,-2.9579,3.289
25.5590,0.7739,-0.7652,-4.3996,4.532
25.5600,0.5412,-0.6474,-5.4646,5.529
25.5620,0.3228,-0.5290,-5.8163,5.849
25.5660,0.0632,-0.4951,-5.1320,5.156
25.5720,-0.1457,-0.6249,-3.4991,3.557
25.5900,0.1475,-0.9587,-1.4827,1.772
25.5940,0.2853,-0.5802,0.4891,0.811
25.6930,0.9121,-0.1830,1.9159,2.130
25.6960,1.6936,0.3106,2.7437,3.239
25.7010,2.9478,0.6314,2.6330,4.003
25.7020,3.5210,0.8921,1.5422,3.946
25.7050,3.9478,1.2441,-0.3703,4.156
25.7060,4.1476,1.5266,-2.7755,5.219
25.7080,4.7262,1.4421,-4.3689,6.596
25.7090,5.2817,1.6239,-5.4656,7.772
25.7100,5.7641,1.7972,-5.7201,8.317
25.7120,6.0263,1.7821,-5.3878,8.278
25.7130,5.9145,1.7328,-4.5644,7.669
25.7190,5.5701,1.8918,-3.6364,6.916
25.7260,5.3821,1.9122,-2.7408,6.335
25.7320,5.3604,1.9575,-2.1272,6.090
25.7450,5.1546,2.0562,-1.6210,5.781
25.8350,4.9512,2.0741,-1.3870,5.544
25.8380,4.7937,1.7584,-1.1592,5.236
25.8400,4.6458,1.5324,-1.0703,5.008
25.8410,4.6491,1.3505,-0.8596,4.917
25.8430,4.7375,1.2089,-0.7957,4.954
25.8440,4.9552,0.9698,-0.4850,5.072
25.8450,5.3680,1.0155,-0.4367,5.481
25.8470,5.8727,0.8259,-0.6161,5.962
25.8490,6.2267,0.7711,-0.8047,6.326
25.8510,6.6212,0.6528,-1.0701,6.739
25.8530,7.0114,0.5443,-1.4522,7.181
25.8620,7.0927,0.6050,-1.8642,7.358
25.8750,6.7149,0.6229,-2.0182,7.039
25.9620,6.0805,0.8190,-2.1789,6.511
25.9660,5.4604,1.0360,-2.0403,5.920
25.9680,4.9629,1.1190,-1.9829,5.460
25.9690,4.4310,1.0730,-1.7212,4.873
25.9700,3.8840,1.0027,-1.3537,4.234
25.9740,3.3460,0.7928,-1.0866,3.606
25.9760,2.6972,0.4809,-0.7754,2.847
25.9770,1.9912,-0.0046,-0.5231,2.059
25.9790,1.4700,-0.5611,-0.1705,1.583
25.9810,1.2475,-0.9370,0.0088,1.560
25.9840,1.3174,-1.3975,0.1558,1.927
25.9950,1.4405,-1.7754,-0.2636,2.301
26.0040,1.6897,-2.1749,-0.9007,2.898
26.0130,1.8675,-2.6212,-1.4571,3.533
26.0260,2.0505,-2.9853,-1.8835,4.082
26.1170,2.1992,-3.1056,-1.6667,4.154
26.1200,2.2501,-3.1187,-0.9091,3.952
26.1230,2.7116,-3.8431,-0.3117,4.714
26.1240,2.1492,-4.3348,0.3980,4.855
26.1260,0.6133,-4.4630,1.5969,4.780
26.1270,2.2610,-4.6878,1.8866,5.536
26.1290,2.3032,-4.5714,1.5858,5.359
26.1300,1.9125,-4.4676,1.1361,4.991
26.1350,1.5257,-4.7553,0.8900,5.073
26.1360,1.1803,-4.6647,0.8267,4.882
26.1490,0.9725,-4.9169,0.9789,5.107
26.1580,0.7856,-5.1625,0.9818,5.313
26.1600,0.5304,-5.4942,0.8897,5.591
26.2420,0.0762,-5.6632,0.6542,5.701
26.2440,-0.4801,-5.6996,0.3257,5.729
26.2450,-0.9757,-5.6326,-0.1625,5.719
26.2470,-1.2016,-5.8038,-0.6069,5.958
26.2510,-1.2164,-6.1628,-0.9299,6.350
26.2530,-1.3390,-6.3669,-0.9646,6.577
26.2550,-1.6197,-6.2477,-0.9076,6.518
26.2560,-1.7850,-6.0048,-0.8433,6.321
26.2570,-1.6839,-5.8861,-0.9715,6.199
26.2580,-1.1316,-5.8245,-1.1948,6.053
26.2640,-0.5059,-5.7984,-1.7640,6.082
26.2720,-0.1436,-5.8135,-2.4344,6.304
26.2860,-0.0490,-5.9554,-2.7386,6.555
