time,ax,ay,az,aT
23.3500,6.9272,-5.3523,1.3298,8.854
23.3530,6.3496,-3.8691,1.3397,7.555
23.3540,5.6899,-2.5757,1.6023,6.448
23.3550,5.0403,-1.4870,1.8638,5.576
23.3550,4.3789,-0.5758,2.3329,4.995
23.3630,3.7323,0.4045,2.7135,4.632
23.3740,3.0803,1.2954,3.0369,4.515
23.3830,2.7050,2.0837,3.0782,4.597
23.3930,2.7594,2.6404,2.9415,4.821
23.4030,3.0605,3.0585,2.5589,5.027
23.4140,3.4060,3.3876,2.0411,5.219
23.4250,3.6665,3.7341,1.4047,5.418
23.4330,4.0318,3.8973,0.5797,5.637
23.5010,4.3356,3.8943,-0.0616,5.828
23.5030,4.5042,3.7899,-0.7634,5.936
23.5050,4.6604,3.5560,-1.4313,6.034
23.5060,4.6063,3.0571,-2.1460,5.930
23.5070,4.3388,2.6286,-2.4390,5.629
23.5080,4.2049,2.2774,-2.4873,5.390
23.5100,4.0385,1.9940,-2.2003,5.013
23.5140,3.9057,1.8097,-1.6975,4.627
23.5240,3.9276,1.6387,-1.1572,4.410
23.5330,3.9343,1.6103,-0.7174,4.311
23.5420,4.1076,1.5976,-0.1212,4.409
23.5580,4.4867,1.5226,0.3488,4.751
23.6470,4.8015,1.6378,0.8022,5.136
23.6480,4.8693,1.7932,1.1800,5.321
23.6500,4.9172,1.9447,1.4534,5.484
23.6500,5.0796,2.2011,1.5957,5.761
23.6510,5.4370,2.4372,1.7165,6.201
23.6530,5.8169,2.7029,1.7904,6.659
23.6540,6.2868,2.9651,1.9618,7.222
23.6540,6.7330,3.1549,2.1523,7.741
23.6550,7.0479,3.5350,2.2587,8.202
23.6580,7.4367,4.0116,2.2949,8.756
23.6650,7.9194,4.2986,2.2390,9.285
23.6730,8.5285,4.2982,2.2956,9.822
23.6840,9.0097,4.2269,2.4266,10.244
23.6940,9.3072,4.2660,2.6336,10.572
23.7080,9.5805,4.2418,3.0155,10.903
23.7140,9.7511,3.9521,3.2917,11.024
23.7910,9.7645,3.5153,3.5986,10.984
23.7940,9.5625,3.1887,3.7315,10.749
23.7950,9.1323,2.8779,3.7551,10.285
23.7960,8.5304,2.5905,3.5416,9.593
23.7970,8.1502,2.2413,3.3293,9.085
23.7970,8.1101,1.5943,3.0208,8.800
23.7980,8.3953,0.9310,2.5278,8.817
23.7990,8.7165,0.2918,1.9582,8.938
23.8040,8.9850,-0.3807,1.6534,9.144
23.8130,9.0355,-1.0040,1.4987,9.214
23.8230,9.0010,-1.6564,1.3333,9.249
23.8340,8.7254,-2.1023,1.4578,9.093
23.8500,8.4990,-2.7398,1.5400,9.061
23.9430,8.0566,-3.3690,1.5290,8.865
23.9450,7.4872,-3.9788,1.6198,8.632
23.9470,6.6190,-4.2580,1.7965,8.073
23.9480,5.6698,-4.2955,2.0119,7.392
23.9500,4.8843,-4.3170,2.1196,6.855
23.9520,4.2139,-4.4187,2.2952,6.523
23.9530,3.3972,-4.4561,2.3428,6.073
23.9540,2.5190,-4.5785,2.3212,5.718
23.9550,1.6760,-4.5458,2.3230,5.373
23.9570,0.9578,-4.5784,2.2679,5.198
23.9580,0.3136,-4.6395,2.1123,5.107
23.9620,-0.1498,-4.7792,2.0660,5.209
23.9760,-0.4410,-4.8943,1.8864,5.264
23.9860,-0.6981,-5.1287,1.4389,5.372
24.0550,-0.9769,-5.3595,0.9292,5.527
24.0570,-1.2304,-5.5633,0.4509,5.715
24.0580,-1.4691,-5.7972,-0.0601,5.981
24.0590,-1.6456,-6.1528,-0.4002,6.382
24.0600,-1.8240,-6.3701,-0.6556,6.658
24.0610,-2.1212,-6.7991,-0.9025,7.179
24.0620,-2.4738,-7.0358,-1.1948,7.553
24.0630,-2.6461,-7.4300,-1.2519,7.986
24.0740,-2.7564,-7.8173,-1.2499,8.383
24.0820,-3.0446,-8.2645,-1.1076,8.877
24.0930,-3.2892,-8.5716,-0.9331,9.228
24.1040,-3.5212,-8.7929,-0.8293,9.508
24.1130,-3.7803,-9.0320,-0.7870,9.823
24.1250,-4.1011,-9.0830,-0.7384,9.993
24.1320,-4.3410,-9.1154,-0.6665,10.118
24.1430,-4.4679,-9.2113,-0.6536,10.258
24.2380,-4.4359,-9.4055,-0.6394,10.419
24.2410,-4.3516,-9.4752,-0.6329,10.446
24.2420,-4.3937,-9.5938,-0.6984,10.575
24.2430,-4.4851,-9.6156,-0.8315,10.643
24.2440,-4.6411,-9.6367,-0.9781,10.741
24.2450,-4.8449,-9.5933,-1.0445,10.798
24.2450,-5.0346,-9.5712,-1.0822,10.869
24.2460,-5.1967,-9.5619,-1.0729,10.936
24.2470,-5.3696,-9.5091,-1.0176,10.968
24.2480,-5.5840,-9.5393,-0.9466,11.094
24.2540,-5.9010,-9.5746,-0.8800,11.281
24.2630,-6.1413,-9.7000,-0.6947,11.502
24.2760,-6.3862,-9.8958,-0.5493,11.790
24.2830,-6.7177,-10.0456,-0.4334,12.093
24.3380,-7.0125,-10.2983,-0.3742,12.465
24.3390,-7.2050,-10.5539,-0.3514,12.784
24.3400,-7.1384,-10.7757,-0.2626,12.928
24.3420,-6.8367,-10.9833,-0.2444,12.940
24.3440,-6.5823,-10.9977,-0.2740,12.820
24.3940,-6.4017,-10.9095,-0.3813,12.655
24.3960,-6.0052,-10.7068,-0.4773,12.285
24.3980,-5.4227,-10.4502,-0.2796,11.777
24.3980,-4.6614,-10.1956,-0.0560,11.211
24.3990,-3.6421,-10.1485,0.3151,10.787
24.4000,-2.1935,-10.3254,0.7691,10.584
24.4060,-0.6772,-10.6558,1.2609,10.752
24.4130,0.8658,-11.0671,1.5502,11.209
24.4260,2.4519,-11.5520,1.6755,11.928
24.4320,4.0008,-11.8589,1.7535,12.638
24.4810,5.4198,-11.9370,1.7769,13.230
24.4840,6.7925,-11.6346,1.5850,13.565
24.4850,7.9226,-10.9478,1.1058,13.559
24.4860,8.6892,-9.9308,0.6560,13.212
24.4880,8.8672,-8.5330,0.2392,12.308
24.4990,8.5039,-6.8767,0.0553,10.937
24.5560,7.8383,-5.2679,0.1103,9.445
24.5580,7.2161,-3.7875,0.3314,8.156
24.5590,6.6149,-2.4319,0.7063,7.083
24.5600,6.0332,-1.2268,1.3531,6.304
24.5600,5.4211,-0.1894,2.2597,5.876
24.5610,4.5862,0.9471,3.0909,5.611
24.5630,3.7287,1.8803,3.6975,5.578
24.5730,3.0179,2.4362,3.9972,5.570
24.5820,2.5706,2.9403,3.7382,5.406
24.5950,2.4994,3.1728,3.1339,5.112
24.6500,2.7143,3.3628,2.3018,4.896
24.6530,2.9990,3.4008,1.2202,4.696
24.6540,3.2542,3.1949,0.0776,4.561
24.6550,3.4534,3.1842,-0.9709,4.797
24.6560,3.4336,2.9874,-1.8133,4.899
24.6570,3.6268,2.6837,-2.8699,5.347
24.6630,3.6736,2.2734,-3.4924,5.555
24.6740,3.5269,2.0317,-3.8816,5.624
24.6830,3.2999,1.8528,-4.0258,5.525
24.6970,3.1561,1.6026,-4.0120,5.350
24.7480,2.9403,1.3652,-3.8519,5.035
24.7500,2.6256,1.1270,-3.6205,4.612
24.7510,2.4622,1.0670,-3.1951,4.173
24.7520,2.4846,0.9777,-2.4900,3.651
24.7540,2.6512,0.9639,-1.5956,3.241
24.7590,3.0154,1.0299,-0.8703,3.303
24.7650,3.4148,1.1934,0.1450,3.620
24.7730,4.0114,1.3798,1.0445,4.369
24.7830,4.6365,1.6493,1.8916,5.272
24.7930,5.3159,1.8679,2.2239,6.058
24.8040,5.9013,2.2228,2.5321,6.795
24.8130,6.5102,2.5819,2.6253,7.479
24.8260,6.9301,2.9147,2.7937,8.020
24.8320,7.1660,3.3739,2.8884,8.431
24.8850,7.2457,3.8713,2.9941,8.744
24.8870,7.6403,4.1648,3.0465,9.220
24.8880,8.2948,4.3263,3.1962,9.886
24.8880,9.0035,4.3217,3.3636,10.538
24.8890,9.6691,4.4414,3.5869,11.229
24.8920,10.4417,4.2824,3.8402,11.921
24.9050,11.1895,3.9399,3.9821,12.513
24.9130,11.6947,3.6941,4.1065,12.933
24.9230,11.7813,3.5864,4.1013,12.980
24.9340,11.3333,3.5675,3.9625,12.525
24.9440,10.5279,3.6609,3.4706,11.674
24.9530,10.1419,3.3359,2.8271,11.044
24.9650,9.9784,2.6874,1.9953,10.525
25.0430,9.8600,1.9557,1.2079,10.124
25.0450,10.0828,0.9202,0.6033,10.143
25.0460,10.2411,-0.0620,0.4140,10.250
25.0470,10.1969,-0.9344,0.3262,10.245
25.0480,10.0042,-1.9309,0.4540,10.199
25.0480,9.7338,-2.7610,0.6188,10.137
25.0490,9.2948,-3.7735,0.9381,10.075
25.0500,8.7117,-4.6013,1.4403,9.957
25.0580,7.9373,-5.0230,1.7882,9.562
25.0630,7.2247,-5.4004,2.1476,9.272
25.0740,6.4684,-5.6065,2.2641,8.854
25.0830,5.6828,-5.6978,2.5043,8.428
25.0950,4.7259,-5.6393,2.5068,7.773
25.1030,3.8936,-5.6690,2.5524,7.336
25.1160,3.0480,-5.5597,2.6247,6.862
25.2060,2.2549,-5.5428,2.6608,6.549
25.2080,1.3853,-5.5343,2.6036,6.271
25.2090,0.7473,-5.6667,2.4315,6.211
25.2090,0.1631,-5.7122,2.3680,6.186
25.2100,-0.3731,-5.8448,2.1315,6.233
25.2110,-0.7649,-6.0578,2.0156,6.430
25.2110,-1.1323,-6.2545,1.6830,6.575
25.2120,-1.4959,-6.5748,1.3192,6.871
25.2130,-1.8738,-6.8352,1.0329,7.162
25.2190,-2.2000,-7.1909,0.6913,7.552
25.2270,-2.5351,-7.4813,0.4900,7.914
25.2340,-2.8411,-7.7184,0.2758,8.229
25.2470,-2.9842,-8.0268,0.0776,8.564
25.2520,-3.1115,-8.4185,-0.1150,8.976
25.3130,-3.2887,-8.6970,-0.1859,9.300
25.3150,-3.5494,-8.9255,-0.3342,9.611
25.3170,-3.6782,-9.1403,-0.3688,9.860
25.3180,-3.8298,-9.2052,-0.4150,9.979
25.3180,-3.9146,-9.3062,-0.3769,10.103
25.3200,-4.1399,-9.4184,-0.4418,10.298
25.3340,-4.2770,-9.5266,-0.4535,10.453
25.3400,-4.3219,-9.6839,-0.4088,10.612
25.3430,-4.3430,-9.7975,-0.4353,10.726
25.3520,-4.4367,-9.7916,-0.4257,10.758
25.3630,-4.5611,-9.7808,-0.3786,10.799
25.3780,-4.6350,-9.7304,-0.4567,10.788
25.3840,-4.7530,-9.8266,-0.4167,10.924
25.4390,-4.8559,-9.8419,-0.5925,10.991
25.4410,-4.9991,-9.7792,-0.5716,10.998
25.4420,-5.1689,-9.7124,-0.6373,11.021
25.4420,-5.3665,-9.7275,-0.7090,11.132
25.4430,-5.5439,-9.6120,-0.7570,11.122
25.4440,-5.7889,-9.6312,-0.7509,11.262
25.4530,-6.1403,-9.5740,-0.8035,11.402
25.4630,-6.3787,-9.7641,-0.6593,11.682
25.4730,-6.6820,-9.7732,-0.5223,11.851
25.4830,-6.8449,-9.8434,-0.2848,11.993
25.4930,-6.8970,-10.1059,-0.2145,12.237
25.5020,-6.8397,-10.5359,-0.2416,12.564
25.5160,-6.5771,-11.0543,-0.1989,12.864
25.6070,-6.2192,-11.3059,-0.0581,12.904
25.6120,-5.7304,-11.6106,-0.0636,12.948
25.6140,-5.2864,-11.8151,-0.0944,12.944
25.6160,-4.5520,-11.7439,0.0060,12.595
25.6180,-3.7880,-11.7141,-0.0100,12.311
25.6190,-2.7266,-11.4177,0.2073,11.741
25.6240,-1.6120,-11.1272,0.4653,11.253
25.6250,-0.3289,-11.0786,0.8403,11.115
25.6260,0.8676,-11.0001,1.2077,11.100
25.6270,1.8698,-11.0484,1.5246,11.309
25.6280,2.8387,-11.2100,1.9724,11.731
25.6340,3.7693,-11.1064,2.0791,11.911
25.6450,4.8395,-11.0010,1.9827,12.181
25.6520,5.8021,-10.4142,1.8275,12.061
25.7080,6.5149,-9.5916,1.3116,11.669
25.7110,7.0439,-8.6190,0.9071,11.168
25.7120,7.2242,-7.4717,0.7445,10.420
25.7130,7.0821,-6.1883,0.7387,9.434
25.7140,6.7595,-4.8239,1.0689,8.373
25.7150,6.3259,-3.5705,1.5510,7.428
25.7300,5.9516,-2.4963,1.9187,6.733
25.7340,5.6237,-1.6107,2.4727,6.351
25.7870,5.5915,-0.6527,3.1339,6.443
25.7890,5.7017,0.3085,3.8582,6.891
25.7900,5.5914,1.3585,4.2281,7.140
25.7910,5.2998,2.2630,4.1467,7.100
25.7910,4.9242,2.7638,3.3969,6.590
25.7940,4.5881,2.9376,2.3436,5.931
25.8020,4.2639,2.9336,1.3050,5.338
25.8130,4.1111,2.8879,0.2868,5.032
25.8270,3.9561,2.7227,-0.5203,4.831
25.8370,3.7862,2.5313,-1.0238,4.668
25.8850,3.6377,2.3806,-1.6367,4.645
25.8870,3.3906,2.2394,-1.9747,4.518
25.8880,3.1099,2.1213,-2.2743,4.398
25.8890,2.9094,2.0631,-2.3435,4.268
25.8900,2.9002,2.2621,-2.2822,4.329
25.8930,2.9992,2.2753,-1.7839,4.166
25.9020,3.2779,2.2374,-1.2475,4.160
25.9130,3.5562,2.2947,-0.7253,4.294
25.9290,3.8739,2.3093,-0.3467,4.523
25.9370,4.1524,2.3686,-0.1464,4.783
25.9920,4.5092,2.3254,-0.2452,5.079
25.9940,4.8197,2.4862,-0.4551,5.442
