time,ax,ay,az,aT
7.7340,-9.5293,-14.2423,0.9549,17.163
7.7500,-7.1178,-14.6167,1.7622,16.353
7.7550,-4.8296,-14.6257,2.1615,15.553
7.7980,-3.1668,-14.4839,1.8688,14.943
7.8000,-2.1027,-14.3032,0.9390,14.487
7.8020,-1.5132,-14.0820,-0.1212,14.164
7.8110,-1.0551,-13.8740,-1.2148,13.967
7.8140,-0.8255,-13.7255,-2.5056,13.977
7.8180,-0.7003,-13.4576,-3.6615,13.964
7.8230,-0.7484,-13.1413,-4.3563,13.865
7.8350,-1.0876,-12.5655,-4.4311,13.368
7.8490,-1.6838,-11.8624,-3.9813,12.625
7.8550,-2.2949,-11.2127,-3.1267,11.865
7.8650,-2.6787,-10.6978,-2.2987,11.265
7.8730,-2.7407,-10.2413,-1.4013,10.694
7.8910,-2.2715,-9.7692,-0.5451,10.045
7.9070,-1.6921,-9.3058,0.0640,9.459
7.9460,-0.9923,-8.6776,0.4086,8.744
7.9480,-0.2414,-8.1623,0.3316,8.173
7.9510,0.7308,-7.6650,0.1056,7.700
7.9520,1.5963,-7.2165,-0.3552,7.400
7.9540,2.4613,-6.6562,-0.9536,7.160
7.9580,3.0901,-6.1392,-1.6282,7.063
7.9660,3.7028,-5.8225,-2.2646,7.262
7.9750,4.1071,-5.5810,-2.7341,7.449
7.9840,4.5197,-5.3112,-2.9361,7.567
7.9990,4.9548,-5.2036,-3.0662,7.812
8.0050,5.4612,-5.1704,-3.0135,8.102
8.0180,5.8436,-5.0670,-2.7566,8.211
8.0250,6.3266,-4.8217,-2.2412,8.264
8.0410,6.7508,-4.4544,-1.5824,8.241
8.0450,7.4330,-4.3814,-1.0628,8.693
8.0760,8.1381,-4.3945,-0.7447,9.279
8.0820,8.7128,-3.8421,-0.2833,9.527
8.0850,9.5374,-3.6346,-0.1929,10.208
8.0880,10.7994,-3.7951,-0.1922,11.448
8.0980,11.7304,-3.5875,-0.1346,12.267
8.1060,12.6385,-3.0783,0.0132,13.008
8.1190,13.2943,-2.4870,0.2069,13.526
8.1230,13.8049,-1.7693,0.3974,13.923
8.1340,14.1542,-0.9375,0.5697,14.197
8.1460,14.4800,-0.1431,0.8816,14.507
8.1560,14.9497,0.7115,1.1888,15.014
8.1650,15.4033,1.4655,1.6809,15.564
8.1760,15.8408,2.2645,2.1119,16.141
8.1880,16.5290,2.6611,2.7265,16.962
8.2720,17.2961,2.6393,3.1316,17.774
8.2740,17.6715,2.5282,3.3641,18.166
8.2760,17.2730,2.9489,3.1988,17.813
8.2790,16.6471,3.5822,2.6309,17.230
8.2810,16.1798,4.0953,1.7538,16.782
8.2820,16.0885,4.2680,1.0506,16.678
8.2840,16.3785,4.2283,0.6252,16.927
8.2850,16.4452,4.0254,0.3373,16.934
8.2860,16.1979,3.9300,0.1324,16.668
8.2870,15.5158,3.8308,0.1315,15.982
8.2960,14.7059,3.1990,0.1613,15.051
8.3030,14.2785,2.3052,0.4838,14.472
8.3160,13.8526,1.4824,1.2058,13.984
8.3630,13.4732,0.5805,1.9863,13.631
8.3660,13.2451,-0.3970,2.5687,13.498
8.3680,13.2594,-1.7013,2.8574,13.670
8.3690,13.2369,-3.0301,2.7058,13.846
8.3720,13.1929,-4.2410,2.1201,14.019
8.3760,13.0288,-5.3988,1.7781,14.215
8.3900,12.6364,-6.4507,1.3791,14.255
8.3950,12.0491,-7.3721,1.1617,14.173
8.4040,11.2387,-8.2614,0.8839,13.976
8.4250,10.3004,-8.9984,0.7227,13.696
8.4340,9.1532,-9.6456,0.6738,13.314
8.4370,7.8957,-10.0327,0.6303,12.783
8.4550,6.8138,-10.4745,0.5677,12.509
8.4600,5.9186,-11.0514,0.4621,12.545
8.5030,4.8760,-11.6452,0.4045,12.631
8.5060,3.5781,-12.2485,0.3956,12.767
8.5080,2.1282,-12.6194,0.2862,12.801
8.5100,0.7482,-12.7942,0.1032,12.816
8.5160,-0.2520,-12.9334,-0.0558,12.936
8.5240,-1.1789,-13.0710,-0.0363,13.124
8.5730,-1.7838,-13.0836,0.0441,13.205
8.5750,-1.9906,-13.1980,0.0959,13.348
8.5770,-2.0921,-13.3946,0.1022,13.557
8.5790,-1.9824,-13.6707,-0.0301,13.814
8.5800,-2.0856,-13.7832,-0.1562,13.941
8.5830,-2.2033,-14.0547,-0.1651,14.227
8.5890,-2.5618,-14.0341,-0.0818,14.266
8.6010,-3.2110,-13.7173,0.0657,14.088
8.6060,-4.0281,-13.5377,0.0975,14.125
8.6380,-4.9480,-13.2314,0.0294,14.126
8.6400,-6.1543,-12.9606,0.0508,14.348
8.6430,-7.4658,-12.5904,0.3895,14.643
8.6490,-8.3993,-12.3451,0.8934,14.958
8.6580,-8.7308,-12.2385,1.3793,15.097
8.6680,-8.8734,-12.3078,1.6320,15.261
8.6760,-9.3314,-12.3626,1.7499,15.588
8.6880,-9.8286,-12.4134,1.8434,15.940
8.6990,-11.0083,-12.4826,1.9715,16.760
8.7050,-12.6048,-12.4220,2.0396,17.814
8.7150,-13.8838,-12.3491,2.0984,18.699
8.7300,-14.3237,-12.9589,1.8891,19.408
8.7350,-13.9293,-14.1942,0.3288,19.890
8.7420,-13.7528,-14.3374,-1.9664,19.964
8.7540,-14.5184,-13.2274,-4.2955,20.105
8.7700,-15.0780,-12.5246,-5.6031,20.386
8.7740,-15.0785,-12.5303,-6.1502,20.547
8.8160,-14.3036,-12.7546,-5.7217,20.000
8.8190,-12.3000,-13.4579,-4.1666,18.702
8.8210,-9.8388,-14.7087,-2.6617,17.895
8.8240,-7.5654,-15.4766,-1.5054,17.292
8.8270,-5.6762,-15.4894,-0.4017,16.502
8.8360,-4.3675,-15.2484,0.2747,15.864
8.8430,-3.5174,-15.1459,0.8254,15.571
8.8560,-3.1774,-15.0579,1.0547,15.426
8.8670,-3.0693,-14.9001,1.1858,15.259
8.8730,-2.8428,-14.8332,0.7376,15.121
8.8840,-2.5106,-14.7517,0.0041,14.964
8.9030,-2.3584,-14.3606,-0.7347,14.571
8.9080,-2.2550,-13.7588,-0.9564,13.975
8.9150,-2.1650,-13.1830,-1.0758,13.403
8.9260,-2.0725,-12.6005,-1.1064,12.818
8.9410,-1.7263,-11.9636,-1.4799,12.178
8.9820,-1.1973,-11.3724,-1.8862,11.590
8.9840,-0.5751,-10.8291,-2.3855,11.104
8.9870,0.1604,-10.3511,-2.9715,10.770
8.9880,0.9591,-9.7934,-3.5911,10.475
8.9910,1.8600,-9.3098,-4.0542,10.323
9.0080,2.6544,-9.0738,-4.3399,10.403
9.0100,3.1875,-8.6965,-4.3975,10.253
9.0920,3.4392,-8.3737,-3.8981,9.856
9.0980,3.4415,-8.2153,-3.2063,9.467
9.1000,3.4558,-8.1410,-2.2336,9.122
9.1020,3.7728,-8.0944,-1.2331,9.015
9.1030,4.4922,-8.2640,-0.2493,9.409
9.1040,5.5570,-8.4494,0.6972,10.137
9.1060,6.0511,-8.2106,1.2260,10.273
9.1070,6.5082,-7.7786,1.2734,10.222
9.1080,7.2247,-7.5557,1.0531,10.507
9.1100,8.5658,-7.2373,0.7149,11.237
9.1180,9.9873,-6.7917,0.2661,12.081
9.1240,11.2349,-6.3715,0.0462,12.916
9.1410,12.1485,-5.8460,0.0529,13.482
9.2150,12.5211,-5.0138,0.3933,13.493
9.2170,13.1355,-4.5817,0.9073,13.941
9.2190,14.0032,-4.5997,1.5913,14.825
9.2200,14.6379,-4.4001,2.5881,15.503
9.2230,14.9676,-3.6881,3.5263,15.813
9.2250,14.9367,-2.5556,4.3216,15.758
9.2260,15.0595,-1.2901,4.9393,15.901
9.2290,15.5228,-0.1230,4.8405,16.260
9.2310,16.2651,1.1012,4.4884,16.909
9.2430,17.3488,1.9435,3.8379,17.874
9.2530,18.4678,2.5637,3.3296,18.940
9.3130,19.2899,2.8685,2.8875,19.715
9.3160,19.3931,3.2393,2.7302,19.850
9.3190,18.9629,3.7887,2.5377,19.503
9.3210,18.1592,4.4071,2.3629,18.835
9.3220,17.7479,4.8882,2.3020,18.552
9.3240,17.9867,4.7902,2.6518,18.802
9.3270,18.5730,4.2183,2.9490,19.273
9.3330,18.7269,3.8346,3.2977,19.398
9.3350,18.1345,3.6069,3.5260,18.823
9.3490,17.4153,3.1033,3.5084,18.034
9.3540,16.7870,2.2923,3.1217,17.228
9.3640,16.2852,1.5391,2.6654,16.574
9.3730,15.9675,0.5193,2.3288,16.145
9.3850,15.7094,-0.5791,2.1837,15.871
9.3930,15.3665,-1.7166,2.2129,15.620
9.4230,14.8693,-3.1172,2.2973,15.365
9.4260,14.1109,-4.2726,2.2990,14.922
9.4290,13.0442,-5.4122,2.1208,14.281
9.4360,11.8528,-6.3872,1.9040,13.598
9.4440,10.5151,-7.1139,1.5063,12.785
9.4540,9.2569,-7.7033,0.9921,12.084
9.4650,8.3384,-8.3296,0.6829,11.806
9.4740,7.6642,-8.9335,0.3611,11.776
9.4830,7.1376,-9.5348,-0.0702,11.911
9.5010,6.5910,-10.1654,-0.3047,12.119
9.5050,6.0652,-10.8121,-0.5726,12.410
9.5550,5.4619,-11.4549,-0.5307,12.702
9.5570,4.7906,-12.0667,-0.4178,12.990
9.5590,4.1197,-12.5259,-0.3731,13.191
9.5600,3.4363,-12.8745,-0.1455,13.326
9.5610,2.6292,-12.9549,-0.1810,13.220
9.5910,2.0877,-13.4156,-0.2337,13.579
9.5980,1.4190,-14.0351,-0.4880,14.115
9.5990,0.5217,-14.3925,-0.8885,14.429
9.6010,-0.4010,-14.4975,-1.1835,14.551
9.6080,-1.3284,-14.5180,-1.6794,14.675
9.6180,-2.2505,-14.5120,-1.9673,14.817
9.6260,-3.0893,-14.4812,-2.2324,14.974
9.6370,-4.0620,-14.4990,-2.1148,15.205
9.6430,-5.1085,-14.4489,-1.7344,15.423
9.6600,-6.0913,-14.0628,-0.8539,15.349
9.7100,-6.8115,-13.7157,0.1040,15.314
9.7130,-6.9598,-13.5779,0.7236,15.275
9.7160,-6.9942,-13.5760,1.2685,15.324
9.7170,-6.9137,-13.6635,1.6176,15.398
9.7240,-7.5921,-13.5317,1.7094,15.610
9.7260,-8.9301,-13.2256,1.4100,16.020
9.7270,-10.4021,-13.3880,1.2251,16.998
9.7340,-12.1192,-13.9188,1.0274,18.484
9.7430,-14.2414,-14.3220,1.0502,20.225
9.7530,-16.6430,-14.2075,0.8743,21.900
9.7650,-18.6199,-13.8656,0.6466,23.224
9.7730,-18.5606,-14.0521,-0.2686,23.282
9.7880,-16.5617,-15.0094,-2.2020,22.459
9.7920,-15.6739,-14.8271,-4.5551,22.051
9.8350,-15.9615,-13.5870,-5.3422,21.631
9.8380,-15.6035,-13.9157,-4.3081,21.347
9.8400,-14.9759,-14.8834,-2.2813,21.237
9.8420,-13.6253,-15.9201,0.1297,20.955
9.8500,-11.6497,-17.2037,1.8694,20.861
9.8570,-9.9996,-17.7591,2.7963,20.572
9.8670,-8.9450,-17.9127,3.0790,20.257
9.8750,-8.2158,-17.7585,2.8179,19.769
9.8890,-7.6176,-17.4194,2.3551,19.158
9.8970,-6.7599,-17.1761,1.8071,18.547
9.9110,-5.5144,-17.2631,1.2753,18.167
9.9210,-4.2275,-17.2189,0.8010,17.748
9.9240,-3.0590,-16.9020,0.1467,17.177
9.9780,-2.0651,-16.3084,-0.3697,16.443
9.9800,-1.6618,-15.7332,-1.0924,15.858
9.9820,-1.5518,-15.1413,-1.8575,15.334
9.9840,-1.2889,-14.6677,-2.8511,14.998
9.9860,-0.9476,-14.3436,-3.8814,14.890
9.9940,-0.3008,-13.9052,-4.5116,14.622
10.0040,0.3481,-13.3761,-4.8576,14.235
10.0100,1.4493,-12.9858,-4.9591,13.976
10.0160,2.5355,-12.5765,-5.1614,13.829
10.0230,3.3761,-12.2135,-5.2844,13.729
10.0350,3.8547,-11.8858,-5.3198,13.581
10.0480,4.0166,-11.5777,-4.8830,13.192
10.0570,4.0112,-11.1545,-4.0367,12.522
10.0640,4.2094,-10.9789,-2.6474,12.053
10.0740,4.7248,-10.9447,-0.8062,11.948
10.0920,5.5639,-10.6548,1.6202,12.129
10.1480,6.9124,-9.9846,4.0695,12.808
10.1510,9.0277,-9.0475,5.8067,14.038
10.1550,11.3869,-8.0098,6.2792,15.272
10.1560,13.6537,-6.6663,5.3303,16.102
10.1580,15.2727,-5.3836,3.4197,16.551
10.1590,16.3620,-4.2727,1.3361,16.963
10.1600,16.8527,-3.0870,-0.6102,17.144
10.1780,17.3439,-2.2855,-1.9781,17.605
10.2470,17.8616,-1.6338,-2.7389,18.144
10.2490,17.9296,-0.8163,-3.0188,18.200
10.2500,17.7285,-0.1680,-2.6930,17.933
10.2520,17.2595,0.3847,-2.1741,17.400
10.2560,16.7733,0.6757,-1.6852,16.871
10.2580,16.1836,1.0276,-1.4248,16.279
10.2590,15.9415,1.2748,-1.4988,16.062
10.2610,15.8535,1.6291,-1.6609,16.023
10.2630,15.8922,1.8995,-1.7118,16.097
10.2680,16.0374,2.0774,-1.6884,16.259
10.2730,16.0930,2.0960,-1.3116,16.282
10.2850,16.0028,2.2724,-0.2639,16.165
10.2940,15.7387,2.6313,1.0079,15.989
10.3840,15.3468,3.3464,2.4376,15.895
10.3860,14.9479,4.2181,3.2055,15.859
10.3890,14.9906,4.8693,3.2440,16.092
10.3920,15.3700,5.4041,2.5931,16.497
10.3930,16.6465,5.2292,1.8310,17.544
10.3970,18.5312,4.6714,1.4653,19.167
10.3980,19.8771,3.9413,1.3272,20.307
10.4000,20.4341,3.0211,1.1847,20.690
10.4010,20.1326,2.0055,1.0102,20.257
10.4020,19.0760,0.7327,0.9390,19.113
10.4240,17.5572,-0.6353,0.8234,17.588
10.4260,16.4793,-2.2250,1.0449,16.662
10.4290,15.5907,-3.9463,1.5749,16.159
10.4730,14.5893,-5.6503,1.9277,15.764
10.4770,13.6205,-7.2553,2.2800,15.600
10.4790,12.5562,-8.7072,2.5432,15.490
10.4830,11.4115,-10.1267,2.1333,15.405
10.4860,10.5791,-11.2474,1.2442,15.491
10.4890,9.9254,-12.2602,0.3765,15.779
10.5230,9.5116,-12.8780,-0.2334,16.011
10.5250,8.9091,-13.2367,-0.2104,15.957
10.5260,8.2261,-13.4174,0.1467,15.739
10.5890,7.2308,-13.6619,0.6688,15.472
10.5910,6.0962,-13.8863,0.8669,15.190
10.5920,4.8281,-14.3240,1.1358,15.158
10.5930,3.5604,-14.6576,1.3234,15.142
10.5940,1.8373,-15.0233,1.2761,15.189
10.5950,0.1983,-15.2165,1.0769,15.256
10.6000,-1.2566,-15.1199,0.6719,15.187
10.6010,-2.2115,-14.8657,-0.0903,15.030
10.6360,-2.4465,-14.9408,-0.9499,15.170
10.6380,-3.0581,-15.0447,-1.6983,15.446
10.6400,-4.2654,-14.7103,-2.1897,15.472
10.6430,-5.6273,-14.4142,-2.5424,15.681
10.6510,-6.7593,-13.9836,-2.8240,15.786
10.6550,-7.1230,-13.8512,-3.0389,15.869
10.6700,-7.0144,-13.8814,-3.0571,15.851
10.6770,-6.8631,-13.7083,-3.2247,15.666
10.7220,-6.9037,-13.3714,-3.6227,15.478
10.7250,-7.0008,-13.1733,-3.8999,15.419
10.7270,-7.5349,-12.8187,-3.9114,15.375
10.7300,-8.3402,-12.4964,-3.3684,15.397
10.7330,-9.5521,-12.3104,-2.6969,15.813
10.7370,-10.6118,-12.3331,-1.8832,16.379
10.7440,-11.5019,-12.7589,-0.8436,17.199
10.7560,-11.9856,-13.1184,-0.3464,17.773
10.7630,-12.6924,-12.8844,-0.0046,18.086
10.7780,-13.2609,-12.3896,0.2803,18.150
10.8300,-13.2014,-12.0891,0.5036,17.907
10.8340,-12.0607,-12.6232,0.1304,17.459
10.8360,-11.1325,-13.5903,-1.2540,17.613
10.8400,-12.0453,-13.3542,-2.5648,18.166
10.8430,-13.4932,-12.5999,-2.6278,18.648
10.8490,-14.4631,-12.5263,-2.1654,19.256
10.8520,-14.9071,-12.7406,-1.4701,19.665
10.8570,-14.1295,-13.0718,-0.1463,19.249
10.8650,-11.9244,-13.9652,1.0633,18.394
10.8740,-9.1946,-14.6639,1.4994,17.373
10.8850,-6.6390,-14.7266,1.5466,16.228
10.8930,-4.7304,-14.2147,1.0074,15.015
10.9050,-3.9385,-13.7358,-0.2992,14.292
10.9260,-3.6392,-13.4273,-1.8884,14.039
10.9300,-3.6833,-13.3444,-3.5985,14.303
10.9750,-3.4529,-13.6030,-5.1433,14.947
10.9780,-3.4491,-13.7743,-6.1747,15.484
10.9840,-3.6891,-13.6946,-6.4942,15.599
10.9890,-3.8014,-13.4111,-5.8881,15.132
10.9950,-3.4668,-13.0777,-4.6139,14.295
11.0000,-3.0435,-12.6278,-3.2634,13.393
11.0020,-2.6498,-12.1017,-2.0769,12.561
11.0080,-2.1492,-11.5758,-1.0665,11.822
11.0150,-1.5208,-11.1259,-0.2060,11.231
11.0250,-0.7601,-10.7519,0.1455,10.780
11.0360,0.0971,-10.4475,-0.0837,10.448
11.0440,0.7107,-10.1365,-0.5897,10.178
11.0560,1.3352,-9.7677,-1.3011,9.944
11.0720,1.9572,-9.4425,-2.2295,9.898
11.0750,2.7209,-8.9367,-2.7834,9.748
11.1510,3.8600,-8.6310,-3.3673,10.037
11.1530,4.7833,-8.3277,-3.7167,10.298
11.1550,5.6498,-7.9584,-3.8364,10.487
11.1570,6.4235,-7.6302,-3.7586,10.659
11.1600,7.4605,-7.4173,-3.3964,11.055
11.1620,8.7307,-7.4956,-2.8993,11.867
11.1660,9.5688,-7.3438,-2.2415,12.269
11.1680,10.0009,-6.4653,-1.7070,12.030
11.1700,10.9265,-5.9471,-1.1399,12.492
11.1750,11.8641,-5.5230,-0.9026,13.118
11.1900,12.6716,-4.8816,-0.8205,13.604
11.1990,13.3590,-4.2920,-0.7380,14.051
11.2050,13.7858,-3.8491,-0.4338,14.320
11.2130,14.0203,-3.3832,0.1167,14.423
11.2470,14.1162,-3.2749,0.9243,14.521
11.2490,13.9392,-2.8739,1.8569,14.353
11.2510,13.8562,-2.1623,2.8557,14.312
11.2540,13.9469,-1.5727,3.6130,14.493
11.2640,14.2035,-0.9201,4.4054,14.899
11.2850,14.3009,-0.0289,4.6768,15.046
11.2900,14.6228,0.7442,4.7639,15.397
11.3000,15.3038,1.2386,4.6173,16.033
11.3120,16.0694,1.3312,4.5657,16.758
11.3270,16.2344,1.9288,4.3988,16.930
11.3300,16.0468,2.9860,3.9661,16.797
11.3380,16.0506,3.6366,3.2424,16.774
11.3440,15.6887,4.6078,2.5554,16.550
11.3560,15.5925,5.3801,2.2315,16.645
11.3740,15.8845,5.5373,1.8453,16.923
11.3780,16.1842,5.5146,1.6537,17.178
11.3840,16.5220,5.2509,1.9233,17.443
11.3920,16.5078,4.7014,2.5714,17.356
11.4480,16.2926,4.0390,3.2852,17.104
11.4510,15.8815,3.0526,3.7376,16.598
11.4530,15.5410,2.0425,3.9338,16.161
11.4540,15.3156,0.5035,3.8718,15.805
11.4550,14.8441,-0.9259,3.5379,15.288
11.4590,14.2133,-2.0292,3.3593,14.745
11.4640,13.3267,-2.9392,3.0785,13.990
11.4770,12.3453,-3.6160,2.8285,13.171
11.4880,11.3674,-3.9231,2.6763,12.319
11.4990,10.4143,-4.2031,2.5970,11.527
11.5120,9.6547,-4.6590,2.3422,10.973
11.5270,9.0124,-5.2158,2.0723,10.617
11.5300,8.2374,-5.8001,1.6851,10.215
11.5840,7.4487,-6.4335,1.4892,9.954
11.5860,6.7673,-7.2118,1.1944,9.962
11.5880,5.9192,-8.0038,0.8533,9.991
11.5890,5.0238,-8.8081,0.5452,10.155
11.5900,4.1108,-9.3875,0.2075,10.250
11.5920,3.2886,-9.7604,-0.1317,10.300
11.5990,2.9213,-10.4001,-0.6757,10.824
11.6100,3.0012,-10.8617,-0.9640,11.310
11.6730,3.3726,-11.3176,-1.1330,11.864
11.6750,3.4549,-11.7338,-1.1241,12.283
11.6760,3.3001,-12.2072,-1.2463,12.707
11.6780,2.8747,-12.7582,-1.0918,13.124
11.6800,2.2136,-13.1568,-0.6832,13.359
11.6810,1.1986,-13.7470,-0.2265,13.801
11.6920,0.1540,-14.3241,-0.1112,14.325
11.7090,-1.0140,-14.6652,0.0497,14.700
11.7110,-2.3826,-14.8305,0.2176,15.022
11.7120,-3.6991,-14.8049,0.2310,15.262
11.7170,-4.8281,-14.7309,0.0463,15.502
11.7260,-5.5128,-14.9135,-0.5440,15.909
11.7660,-5.8905,-15.2767,-1.4498,16.437
11.7680,-6.5625,-15.4334,-2.4804,16.953
11.7700,-8.0968,-15.4596,-3.0843,17.722
11.7900,-10.0976,-15.3759,-3.4019,18.707
11.7950,-12.6276,-15.8798,-3.1973,20.539
11.7980,-15.3671,-15.3326,-1.9112,21.792
11.8030,-17.4747,-14.9127,-0.2258,22.974
11.8080,-17.7168,-16.1782,-0.0324,23.992
11.8160,-17.1324,-17.5214,-2.0743,24.593
11.8250,-18.1802,-16.6732,-4.7690,25.125
11.8850,-19.4963,-14.9529,-5.9232,25.274
11.8890,-18.6824,-15.1995,-5.7084,24.752
11.8910,-16.0476,-16.4357,-4.2513,23.361
11.8940,-13.4011,-17.6346,-1.9075,22.231
11.8960,-10.3504,-18.3948,0.3441,21.110
11.8980,-8.0111,-18.3198,1.8660,20.082
11.9040,-6.2244,-17.7521,2.5876,18.989
11.9100,-5.1738,-17.6343,2.6123,18.562
11.9160,-4.7912,-17.1954,1.8726,17.948
11.9230,-4.7458,-16.8473,0.6215,17.514
11.9390,-4.8556,-16.5478,-1.1450,17.283
11.9450,-4.9420,-16.2770,-2.5812,17.205
11.9580,-5.2093,-15.8845,-3.2870,17.037
11.9630,-5.5207,-15.5741,-3.4470,16.879
12.0180,-5.5471,-14.9958,-2.7235,16.219
12.0220,-4.9687,-14.5247,-1.4701,15.421
12.0230,-4.4663,-13.9118,-0.7438,14.630
12.0250,-3.6252,-13.2863,-0.0512,13.772
12.0280,-2.7741,-12.5928,0.3072,12.898
12.0340,-1.6092,-12.2319,0.2985,12.341
12.0380,-0.6615,-11.7551,-0.4476,11.782
12.0450,0.4557,-11.3900,-1.5557,11.505
12.0570,1.5793,-10.9112,-2.9212,11.405
12.0630,2.6447,-10.3975,-3.9500,11.433
12.0740,3.6062,-9.9689,-4.6644,11.582
12.0920,4.4067,-9.6075,-4.6383,11.543
12.0950,4.6950,-9.3377,-3.7882,11.117
12.1790,5.0683,-9.1304,-2.5428,10.748
12.1810,5.7987,-9.1821,-1.3909,10.949
12.1830,6.7024,-8.9635,-0.0052,11.192
12.1840,7.8572,-8.4213,1.1719,11.577
12.1860,9.0279,-7.8277,1.9794,12.112
12.1870,10.4530,-7.3530,2.1112,12.953
12.1890,11.8072,-6.7685,1.8592,13.736
12.1900,13.1745,-6.0615,1.2128,14.553
12.1920,14.2868,-5.2858,0.6415,15.247
12.1960,14.8828,-4.3640,0.0627,15.510
12.2220,15.1047,-3.3360,-0.2052,15.470
12.2260,15.1870,-2.4620,-0.0606,15.385
12.2300,15.2826,-1.6910,0.5043,15.384
12.2380,15.6381,-0.8090,1.3744,15.719
12.2550,16.1977,0.0815,1.9389,16.314
12.2590,16.8556,1.0935,2.2854,17.045
12.3220,17.4723,2.1627,1.9969,17.718
12.3250,17.9259,3.1334,1.3183,18.245
12.3270,18.4226,3.9071,0.4427,18.838
12.3350,18.8661,4.5002,-0.2905,19.398
12.3370,19.2020,4.5843,-0.7721,19.757
12.3390,19.1818,4.2330,-0.5850,19.652
12.3410,18.5167,3.8027,0.1114,18.903
12.3450,17.6219,3.8452,0.6525,18.048
12.3610,16.9862,3.9248,0.7420,17.449
12.3630,16.7158,4.3953,0.3144,17.287
12.4170,17.0718,4.6664,-0.0061,17.698
12.4200,17.6481,4.5454,0.0628,18.224
12.4220,18.2794,4.2376,0.3518,18.767
12.4240,18.7316,3.6858,1.3765,19.140
12.4250,18.8372,3.2399,2.8607,19.327
12.4270,18.8113,2.5892,3.8607,19.377
12.4300,18.4924,1.6758,4.3152,19.063
12.4380,17.6308,0.2091,3.7478,18.026
12.4470,16.9052,-1.5054,2.5251,17.159
12.4550,16.3197,-3.6959,1.5530,16.805
12.4640,15.4352,-5.5510,0.6879,16.417
12.4770,14.3654,-7.1385,0.0547,16.041
12.4840,13.4224,-8.4813,-0.4388,15.884
12.4930,12.3537,-9.6293,-0.9126,15.690
12.5050,11.3145,-10.3509,-1.0095,15.368
12.5150,10.2388,-11.0594,-1.0393,15.107
12.5990,9.1297,-11.7181,-0.9022,14.882
12.6020,7.8462,-12.4585,-0.5886,14.735
12.6040,6.0357,-13.1412,-0.1391,14.462
12.6050,3.5816,-13.4337,0.3032,13.906
12.6070,1.0089,-13.3499,0.5334,13.399
12.6080,-1.1748,-13.4025,0.6920,13.472
12.6130,-2.6762,-13.5455,0.2684,13.810
12.6190,-3.3188,-13.6891,-0.5016,14.095
12.6210,-3.0865,-13.8021,-1.2597,14.199
12.6220,-2.1048,-14.3215,-1.5606,14.559
12.6230,-1.1619,-14.6937,-1.9694,14.871
12.6340,-1.1524,-14.4149,-2.4781,14.672
12.6440,-2.1158,-13.9103,-2.6377,14.315
12.6940,-3.3730,-13.6589,-2.2582,14.249
12.6970,-4.6207,-13.6971,-1.7745,14.564
12.7000,-5.6569,-13.9235,-0.9485,15.059
12.7030,-6.0705,-14.0891,0.0895,15.341
12.7040,-5.9315,-14.4136,1.0084,15.619
12.7100,-5.3153,-14.4513,1.2924,15.452
12.7140,-5.1843,-14.0502,1.1629,15.021
12.7230,-5.2966,-13.2466,0.5742,14.278
12.7400,-6.1236,-12.4702,-0.4977,13.902
12.8250,-7.2486,-12.2626,-1.9719,14.381
12.8280,-9.1928,-12.0469,-3.3708,15.524
12.8300,-10.7832,-12.4914,-4.1261,17.010
12.8320,-11.5958,-13.1333,-4.4071,18.066
12.8350,-12.5680,-13.1795,-3.9758,18.640
12.8380,-13.8077,-12.7035,-3.1480,19.025
12.8400,-14.8921,-12.0394,-2.2218,19.278
12.8410,-14.8716,-11.8087,-1.4855,19.048
12.8570,-14.0885,-12.5621,-1.9035,18.971
12.8600,-14.0887,-12.7620,-3.1030,19.261
12.8620,-15.2964,-11.7067,-3.5794,19.592
12.8640,-16.0357,-10.9479,-3.3058,19.696
12.8740,-15.5426,-11.5590,-2.6018,19.544
12.8770,-13.6836,-12.5203,-1.5334,18.610
12.9380,-11.3519,-13.6333,-0.1867,17.742
12.9410,-8.6258,-14.9437,0.6272,17.266
12.9430,-6.0079,-15.9063,1.0178,17.034
12.9450,-4.2105,-16.0082,1.1453,16.592
12.9460,-3.0798,-15.5784,0.8749,15.904
12.9510,-2.5502,-15.1429,0.2232,15.358
12.9550,-1.9108,-15.0211,-0.8637,15.167
12.9750,-1.1995,-14.9880,-2.1637,15.191
12.9770,-0.4918,-15.0183,-3.0752,15.338
12.9810,-0.1561,-14.7793,-3.5662,15.204
13.0380,-0.2233,-14.0302,-3.3108,14.417
13.0420,-0.5607,-13.1693,-2.3098,13.382
13.0450,-0.6403,-12.1844,-0.9653,12.239
13.0480,-0.4683,-11.3354,0.3882,11.352
13.0500,-0.0088,-10.1968,1.1926,10.266
13.0520,0.7167,-9.2883,1.2553,9.400
13.0530,1.6787,-8.3444,0.6525,8.537
13.0550,2.2294,-7.4940,-0.3038,7.824
13.0690,2.3244,-6.6710,-1.2795,7.179
13.1510,2.3629,-6.0574,-2.5348,6.979
13.1530,2.4983,-5.6783,-3.5988,7.172
13.1550,2.7671,-5.4326,-4.8339,7.781
13.1560,2.6248,-4.9912,-6.1532,8.346
13.1580,2.1830,-4.6806,-7.2185,8.876
13.1590,1.5843,-4.7155,-7.8404,9.285
13.1600,0.9831,-4.9507,-7.7889,9.281
13.1610,0.8674,-5.6651,-6.6237,8.759
13.1620,1.6255,-6.6002,-4.7875,8.314
