time,gFx,gFy,gFz,TgF
39.021000,-0.2204,-0.3525,0.1676,0.448
39.021000,-0.2284,-0.3442,0.1656,0.445
39.021000,-0.2306,-0.3420,0.1703,0.446
39.022000,-0.2277,-0.3411,0.1732,0.445
39.022000,-0.2314,-0.3384,0.1759,0.446
39.023000,-0.2426,-0.3310,0.1781,0.447
39.023000,-0.2499,-0.3276,0.1786,0.449
39.026000,-0.2712,-0.3203,0.1796,0.456
39.026000,-0.2986,-0.3166,0.1786,0.470
39.030000,-0.3103,-0.3056,0.1725,0.468
39.031000,-0.3379,-0.2939,0.1664,0.478
39.032000,-0.3645,-0.2876,0.1622,0.492
39.034000,-0.3760,-0.2724,0.1547,0.489
39.037000,-0.3938,-0.2573,0.1463,0.493
39.039000,-0.4087,-0.2431,0.1405,0.496
39.041000,-0.4163,-0.2353,0.1356,0.497
39.045000,-0.4312,-0.2231,0.1244,0.501
39.045000,-0.4432,-0.2155,0.1190,0.507
39.049000,-0.4473,-0.2023,0.1077,0.503
39.049000,-0.4625,-0.1893,0.0941,0.509
39.051000,-0.4654,-0.1852,0.0892,0.509
39.052000,-0.4664,-0.1805,0.0853,0.507
39.054000,-0.4705,-0.1722,0.0809,0.508
39.058000,-0.4701,-0.1671,0.0782,0.505
39.059000,-0.4683,-0.1586,0.0740,0.500
39.061000,-0.4705,-0.1478,0.0740,0.499
39.062000,-0.4723,-0.1432,0.0711,0.499
39.065000,-0.4710,-0.1363,0.0640,0.495
39.066000,-0.4652,-0.1334,0.0647,0.488
39.068000,-0.4637,-0.1251,0.0660,0.485
39.078000,-0.4627,-0.1239,0.0655,0.483
39.079000,-0.4605,-0.1219,0.0635,0.481
39.080000,-0.4615,-0.1190,0.0660,0.481
39.080000,-0.4647,-0.1173,0.0721,0.485
39.080000,-0.4664,-0.1143,0.0748,0.486
39.082000,-0.4691,-0.1146,0.0745,0.489
39.085000,-0.4764,-0.1187,0.0740,0.497
39.085000,-0.4852,-0.1207,0.0733,0.505
39.087000,-0.4960,-0.1219,0.0682,0.515
39.109000,-0.5011,-0.1268,0.0652,0.521
39.110000,-0.5126,-0.1366,0.0569,0.533
39.110000,-0.5165,-0.1415,0.0535,0.538
39.110000,-0.5194,-0.1532,0.0464,0.544
39.110000,-0.5065,-0.1686,0.0388,0.535
39.110000,-0.4903,-0.1840,0.0325,0.525
39.110000,-0.4850,-0.1915,0.0293,0.522
39.111000,-0.4671,-0.2094,0.0208,0.512
39.111000,-0.4583,-0.2189,0.0164,0.508
39.111000,-0.4395,-0.2399,0.0032,0.501
39.111000,-0.4173,-0.2788,-0.0235,0.502
39.111000,-0.4173,-0.2788,-0.0235,0.502
39.112000,-0.4073,-0.3125,-0.0530,0.516
39.114000,-0.3987,-0.3521,-0.0911,0.540
39.116000,-0.3955,-0.3758,-0.1114,0.557
39.118000,-0.3924,-0.4310,-0.1588,0.604
39.120000,-0.3987,-0.4977,-0.2072,0.671
39.122000,-0.4104,-0.5385,-0.2333,0.716
39.124000,-0.4180,-0.6303,-0.3020,0.814
39.126000,-0.4417,-0.7398,-0.4051,0.952
39.128000,-0.4784,-0.8009,-0.4764,1.047
39.130000,-0.5048,-0.9355,-0.6826,1.263
39.132000,-0.5673,-1.0804,-1.0615,1.617
39.134000,-0.5993,-1.1600,-1.3530,1.880
39.136000,-0.6137,-1.3611,-2.1856,2.647
39.138000,-0.4742,-1.6310,-3.6048,3.985
39.141000,-0.2631,-1.8521,-4.8479,5.196
39.142000,0.2294,-2.4668,-6.6209,7.069
39.144000,0.4275,-3.0126,-6.2171,6.922
39.146000,0.5243,-3.3803,-5.1655,6.195
39.148000,0.5558,-3.4893,-4.6820,5.866
39.150000,0.5360,-3.6100,-3.8948,5.338
39.152000,0.4972,-3.6488,-3.5054,5.084
39.154000,0.4390,-3.7099,-2.7441,4.635
39.157000,0.3904,-3.7380,-2.0383,4.275
39.159000,0.3799,-3.7058,-1.4305,3.990
39.160000,0.3997,-3.6821,-1.2101,3.896
39.163000,0.4569,-3.6305,-0.8756,3.762
39.164000,0.4727,-3.5995,-0.7281,3.703
39.166000,0.4918,-3.5215,-0.4720,3.587
39.169000,0.4576,-3.3195,-0.1798,3.356
39.171000,0.4576,-3.3195,-0.1798,3.356
39.173000,0.4065,-3.1348,-0.0059,3.161
39.174000,0.3496,-2.9259,0.1380,2.950
39.177000,0.3303,-2.8191,0.1998,2.845
39.178000,0.3222,-2.5995,0.2783,2.634
39.180000,0.3215,-2.3750,0.3266,2.419
39.182000,0.3284,-2.2658,0.3335,2.314
39.184000,0.3291,-2.0486,0.3198,2.099
39.186000,0.3069,-1.8280,0.2902,1.876
39.190000,0.2951,-1.7200,0.2683,1.766
39.192000,0.2643,-1.5081,0.2116,1.546
39.197000,0.2209,-1.3122,0.1388,1.338
39.197000,0.2020,-1.2169,0.0958,1.237
39.197000,0.1688,-1.0454,0.0083,1.059
39.198000,0.1363,-0.8922,-0.0545,0.904
39.200000,0.1173,-0.8209,-0.0716,0.832
39.202000,0.0677,-0.6877,-0.0843,0.696
39.205000,0.0061,-0.5783,-0.0801,0.584
39.217000,-0.0264,-0.5328,-0.0706,0.538
39.217000,-0.0845,-0.4627,-0.0403,0.472
39.218000,-0.1295,-0.4124,-0.0046,0.432
39.218000,-0.1468,-0.3926,0.0129,0.419
39.218000,-0.1710,-0.3618,0.0406,0.402
39.219000,-0.1827,-0.3525,0.0564,0.401
39.219000,-0.1879,-0.3516,0.0601,0.403
39.220000,-0.1947,-0.3555,0.0611,0.410
39.222000,-0.1920,-0.3626,0.0550,0.414
39.224000,-0.1886,-0.3687,0.0511,0.417
39.226000,-0.1798,-0.3833,0.0415,0.425
39.230000,-0.1686,-0.4097,0.0364,0.445
39.230000,-0.1686,-0.4097,0.0364,0.445
39.235000,-0.1813,-0.4185,0.0374,0.458
39.235000,-0.1952,-0.4403,0.0308,0.483
39.237000,-0.2133,-0.4681,0.0237,0.515
39.239000,-0.2216,-0.4842,0.0171,0.533
39.240000,-0.2443,-0.5177,0.0059,0.572
39.242000,-0.2551,-0.5353,0.0027,0.593
39.245000,-0.2836,-0.5705,-0.0002,0.637
39.246000,-0.3213,-0.6054,-0.0056,0.685
39.248000,-0.3457,-0.6250,-0.0149,0.714
39.250000,-0.4073,-0.6574,-0.0709,0.777
39.252000,-0.4771,-0.6846,-0.1515,0.848
39.254000,-0.5145,-0.6987,-0.1935,0.889
39.257000,-0.5851,-0.7317,-0.2475,0.969
39.258000,-0.6479,-0.7696,-0.2585,1.039
39.260000,-0.6787,-0.7894,-0.2546,1.072
39.262000,-0.7417,-0.8292,-0.2350,1.137
39.265000,-0.8182,-0.8729,-0.2245,1.217
39.266000,-0.8590,-0.8976,-0.2228,1.262
39.268000,-0.9325,-0.9594,-0.2267,1.357
39.270000,-0.9865,-1.0471,-0.2128,1.454
39.272000,-0.9966,-1.1011,-0.1979,1.498
39.275000,-0.9817,-1.2150,-0.1561,1.570
39.277000,-0.9396,-1.3164,-0.1048,1.621
39.278000,-0.8844,-1.3899,-0.0393,1.648
39.280000,-0.8597,-1.4153,-0.0010,1.656
39.282000,-0.8202,-1.4317,0.0796,1.652
39.284000,-0.8050,-1.4283,0.1182,1.644
39.286000,-0.7813,-1.4112,0.1722,1.622
39.290000,-0.7439,-1.4002,0.1849,1.596
39.290000,-0.7439,-1.3955,0.1849,1.592
39.292000,-0.7183,-1.3840,0.1862,1.570
39.294000,-0.6987,-1.3706,0.2018,1.552
39.297000,-0.6870,-1.3618,0.2116,1.540
39.298000,-0.6494,-1.3376,0.2311,1.505
39.301000,-0.6015,-1.3115,0.2441,1.463
39.303000,-0.5756,-1.2951,0.2468,1.439
39.317000,-0.5241,-1.2633,0.2431,1.389
39.317000,-0.4820,-1.2250,0.2433,1.339
39.317000,-0.4649,-1.2030,0.2431,1.312
39.317000,-0.4400,-1.1580,0.2426,1.262
39.318000,-0.4217,-1.1143,0.2450,1.216
39.318000,-0.4134,-1.0948,0.2494,1.197
39.318000,-0.4053,-1.0591,0.2580,1.163
39.318000,-0.4046,-1.0242,0.2661,1.133
39.320000,-0.4068,-1.0073,0.2685,1.119
39.323000,-0.4060,-0.9765,0.2749,1.093
39.325000,-0.4029,-0.9511,0.2788,1.070
39.327000,-0.4002,-0.9396,0.2814,1.059
39.329000,-0.3907,-0.9176,0.2861,1.038
39.330000,-0.3794,-0.8986,0.2900,1.018
39.332000,-0.3736,-0.8900,0.2917,1.008
39.336000,-0.3606,-0.8746,0.2942,0.991
39.336000,-0.3384,-0.8649,0.2998,0.976
39.339000,-0.3281,-0.8585,0.3037,0.968
39.344000,-0.3113,-0.8492,0.3051,0.955
39.345000,-0.2949,-0.8439,0.3066,0.945
39.345000,-0.2873,-0.8412,0.3078,0.941
39.346000,-0.2749,-0.8351,0.3088,0.932
39.349000,-0.2695,-0.8277,0.3064,0.923
39.350000,-0.2673,-0.8250,0.3027,0.919
39.352000,-0.2609,-0.8209,0.2880,0.908
39.355000,-0.2595,-0.8189,0.2705,0.901
39.357000,-0.2587,-0.8194,0.2592,0.898
39.358000,-0.2592,-0.8177,0.2385,0.890
39.360000,-0.2619,-0.8206,0.2172,0.888
39.362000,-0.2621,-0.8236,0.2033,0.888
39.364000,-0.2590,-0.8307,0.1801,0.889
39.366000,-0.2524,-0.8375,0.1622,0.890
39.368000,-0.2509,-0.8412,0.1559,0.892
39.370000,-0.2497,-0.8536,0.1461,0.901
39.373000,-0.2477,-0.8627,0.1405,0.908
39.375000,-0.2468,-0.8676,0.1373,0.912
39.377000,-0.2458,-0.8778,0.1336,0.921
39.378000,-0.2446,-0.8915,0.1339,0.934
39.380000,-0.2438,-0.8988,0.1351,0.941
39.382000,-0.2436,-0.9125,0.1395,0.955
39.384000,-0.2414,-0.9277,0.1397,0.969
39.386000,-0.2402,-0.9338,0.1400,0.974
39.390000,-0.2372,-0.9470,0.1422,0.987
39.392000,-0.2331,-0.9545,0.1434,0.993
39.393000,-0.2326,-0.9587,0.1456,0.997
39.395000,-0.2272,-0.9672,0.1488,1.005
39.397000,-0.2275,-0.9724,0.1503,1.010
39.401000,-0.2287,-0.9760,0.1515,1.014
39.401000,-0.2372,-0.9814,0.1581,1.022
39.404000,-0.2472,-0.9856,0.1688,1.030
39.420000,-0.2497,-0.9863,0.1722,1.032
39.420000,-0.2509,-0.9836,0.1747,1.030
39.421000,-0.2497,-0.9819,0.1730,1.028
39.421000,-0.2494,-0.9799,0.1683,1.025
39.421000,-0.2497,-0.9763,0.1605,1.020
39.421000,-0.2470,-0.9702,0.1529,1.013
39.422000,-0.2441,-0.9675,0.1488,1.009
39.422000,-0.2377,-0.9611,0.1402,1.000
39.422000,-0.2414,-0.9543,0.1361,0.994
39.423000,-0.2431,-0.9516,0.1358,0.992
39.425000,-0.2453,-0.9435,0.1319,0.984
39.429000,-0.2460,-0.9345,0.1270,0.975
39.429000,-0.2441,-0.9289,0.1244,0.968
39.431000,-0.2392,-0.9164,0.1204,0.955
39.433000,-0.2336,-0.9032,0.1185,0.940
39.436000,-0.2304,-0.8954,0.1175,0.932
39.437000,-0.2216,-0.8803,0.1126,0.915
39.439000,-0.2135,-0.8673,0.1065,0.900
39.441000,-0.2099,-0.8602,0.1043,0.892
39.444000,-0.2011,-0.8478,0.0992,0.877
39.444000,-0.1901,-0.8356,0.0948,0.862
39.446000,-0.1847,-0.8280,0.0919,0.853
39.448000,-0.1737,-0.8170,0.0870,0.840
39.450000,-0.1617,-0.8001,0.0804,0.820
39.452000,-0.1566,-0.7921,0.0767,0.811
39.455000,-0.1495,-0.7774,0.0701,0.795
39.457000,-0.1427,-0.7610,0.0662,0.777
39.459000,-0.1395,-0.7530,0.0633,0.768
39.460000,-0.1332,-0.7364,0.0608,0.751
39.462000,-0.1275,-0.7219,0.0569,0.735
39.465000,-0.1261,-0.7149,0.0537,0.728
39.466000,-0.1219,-0.7029,0.0533,0.715
39.470000,-0.1209,-0.6909,0.0528,0.703
39.471000,-0.1200,-0.6863,0.0511,0.699
39.473000,-0.1168,-0.6750,0.0472,0.687
39.474000,-0.1158,-0.6655,0.0425,0.677
39.477000,-0.1165,-0.6618,0.0410,0.673
39.478000,-0.1143,-0.6550,0.0420,0.666
39.480000,-0.1129,-0.6487,0.0393,0.660
39.482000,-0.1117,-0.6462,0.0381,0.657
39.484000,-0.1107,-0.6428,0.0352,0.653
39.486000,-0.1109,-0.6445,0.0335,0.655
39.490000,-0.1102,-0.6465,0.0335,0.657
39.490000,-0.1107,-0.6516,0.0335,0.662
39.493000,-0.1102,-0.6596,0.0335,0.670
39.495000,-0.1104,-0.6650,0.0325,0.675
39.497000,-0.1119,-0.6780,0.0340,0.688
39.499000,-0.1141,-0.6917,0.0381,0.702
39.501000,-0.1153,-0.6995,0.0388,0.710
39.503000,-0.1173,-0.7178,0.0410,0.728
39.525000,-0.1192,-0.7366,0.0418,0.747
39.525000,-0.1200,-0.7471,0.0428,0.758
39.525000,-0.1226,-0.7681,0.0450,0.779
39.525000,-0.1251,-0.7923,0.0467,0.803
39.526000,-0.1253,-0.8035,0.0459,0.815
39.526000,-0.1244,-0.8258,0.0462,0.836
39.526000,-0.1278,-0.8500,0.0459,0.861
39.526000,-0.1295,-0.8615,0.0462,0.872
39.527000,-0.1329,-0.8839,0.0474,0.895
39.527000,-0.1390,-0.8947,0.0479,0.907
39.527000,-0.1405,-0.9176,0.0489,0.930
39.527000,-0.1439,-0.9411,0.0489,0.953
39.530000,-0.1481,-0.9626,0.0479,0.975
39.531000,-0.1495,-0.9729,0.0489,0.985
39.533000,-0.1537,-0.9909,0.0479,1.004
39.535000,-0.1581,-1.0085,0.0491,1.022
39.537000,-0.1590,-1.0159,0.0484,1.029
39.539000,-0.1625,-1.0290,0.0489,1.043
39.544000,-0.1661,-1.0352,0.0476,1.049
39.544000,-0.1683,-1.0459,0.0457,1.060
39.546000,-0.1700,-1.0547,0.0447,1.069
39.547000,-0.1700,-1.0574,0.0445,1.072
39.549000,-0.1700,-1.0633,0.0430,1.078
39.551000,-0.1720,-1.0694,0.0445,1.084
39.553000,-0.1700,-1.0711,0.0428,1.085
39.555000,-0.1698,-1.0735,0.0418,1.088
39.557000,-0.1686,-1.0784,0.0420,1.092
39.560000,-0.1674,-1.0786,0.0413,1.092
39.563000,-0.1659,-1.0796,0.0403,1.093
39.563000,-0.1612,-1.0808,0.0393,1.094
39.565000,-0.1549,-1.0833,0.0379,1.095
39.567000,-0.1512,-1.0840,0.0386,1.095
39.569000,-0.1437,-1.0855,0.0379,1.096
39.574000,-0.1385,-1.0862,0.0374,1.096
39.574000,-0.1363,-1.0896,0.0366,1.099
39.575000,-0.1302,-1.0957,0.0354,1.104
39.577000,-0.1253,-1.0982,0.0340,1.106
39.579000,-0.1231,-1.1026,0.0322,1.110
39.581000,-0.1200,-1.1043,0.0293,1.111
39.584000,-0.1112,-1.1080,0.0279,1.114
39.585000,-0.1068,-1.1150,0.0225,1.120
39.592000,-0.0985,-1.1219,0.0154,1.126
39.592000,-0.0953,-1.1317,0.0007,1.136
39.592000,-0.0931,-1.1378,-0.0098,1.142
39.598000,-0.0892,-1.1551,-0.0950,1.162
39.598000,-0.0884,-1.1708,-0.1732,1.187
39.599000,-0.0943,-1.2035,-0.3293,1.251
39.599000,-0.1046,-1.2252,-0.4818,1.321
39.601000,-0.1134,-1.2323,-0.5541,1.356
39.603000,-0.1341,-1.2370,-0.6819,1.419
39.605000,-0.1532,-1.2313,-0.7689,1.460
39.606000,-0.1617,-1.2269,-0.7962,1.472
39.608000,-0.1749,-1.2155,-0.8265,1.480
39.611000,-0.1859,-1.2028,-0.8265,1.471
39.613000,-0.1889,-1.1976,-0.8170,1.462
39.614000,-0.1896,-1.1874,-0.7845,1.436
39.617000,-0.1840,-1.1771,-0.7356,1.400
39.618000,-0.1771,-1.1686,-0.6772,1.362
39.621000,-0.1727,-1.1646,-0.6457,1.343
39.624000,-0.1627,-1.1593,-0.5798,1.306
39.624000,-0.1581,-1.1571,-0.5482,1.290
39.626000,-0.1461,-1.1500,-0.4847,1.256
39.628000,-0.1278,-1.1439,-0.4219,1.226
39.630000,-0.1187,-1.1402,-0.3946,1.212
39.632000,-0.1002,-1.1363,-0.3450,1.192
39.636000,-0.0818,-1.1334,-0.3005,1.175
39.636000,-0.0701,-1.1319,-0.2817,1.169
39.639000,-0.0489,-1.1270,-0.2465,1.155
39.641000,-0.0342,-1.1236,-0.2182,1.145
39.642000,-0.0286,-1.1216,-0.2067,1.141
39.644000,-0.0186,-1.1199,-0.1913,1.136
39.646000,-0.0134,-1.1192,-0.1762,1.133
39.649000,-0.0132,-1.1133,-0.1669,1.126
39.650000,-0.0164,-1.1094,-0.1637,1.122
39.653000,-0.0225,-1.1021,-0.1620,1.114
39.654000,-0.0266,-1.0972,-0.1615,1.109
39.657000,-0.0388,-1.0821,-0.1622,1.095
39.660000,-0.0476,-1.0689,-0.1593,1.082
39.661000,-0.0491,-1.0640,-0.1588,1.077
39.662000,-0.0479,-1.0586,-0.1576,1.071
39.664000,-0.0388,-1.0608,-0.1556,1.073
39.666000,-0.0330,-1.0647,-0.1556,1.077
39.668000,-0.0164,-1.0703,-0.1527,1.081
39.671000,0.0059,-1.0735,-0.1429,1.083
39.675000,0.0291,-1.0740,-0.1278,1.082
39.675000,0.0418,-1.0733,-0.1219,1.081
39.677000,0.0662,-1.0720,-0.1048,1.079
39.678000,0.0887,-1.0711,-0.0943,1.079
39.680000,0.0985,-1.0728,-0.0782,1.080
39.682000,0.1190,-1.0708,-0.0601,1.079
39.684000,0.1263,-1.0703,-0.0520,1.079
39.686000,0.1405,-1.0698,-0.0393,1.080
39.689000,0.1505,-1.0674,-0.0303,1.078
39.696000,0.1532,-1.0647,-0.0261,1.076
39.696000,0.1598,-1.0647,-0.0208,1.077
39.697000,0.1671,-1.0677,-0.0178,1.081
39.697000,0.1732,-1.0752,-0.0120,1.089
39.699000,0.1727,-1.0779,-0.0100,1.092
39.701000,0.1634,-1.0750,-0.0081,1.087
39.702000,0.1620,-1.0799,-0.0059,1.092
39.709000,0.1605,-1.1001,-0.0007,1.112
39.709000,0.1654,-1.1256,0.0020,1.138
39.710000,0.1661,-1.1563,0.0068,1.168
39.712000,0.1678,-1.1717,0.0083,1.184
39.714000,0.1744,-1.1996,0.0083,1.212
39.715000,0.1774,-1.2120,0.0098,1.225
39.717000,0.1849,-1.2360,0.0088,1.250
39.718000,0.1911,-1.2589,0.0078,1.273
39.721000,0.1950,-1.2704,0.0071,1.285
39.723000,0.2084,-1.2914,0.0064,1.308
39.724000,0.2235,-1.3115,0.0086,1.330
39.727000,0.2316,-1.3212,0.0093,1.341
39.729000,0.2514,-1.3440,0.0081,1.367
39.730000,0.2646,-1.3633,0.0015,1.389
39.732000,0.2709,-1.3708,-0.0044,1.397
39.734000,0.2841,-1.3833,-0.0151,1.412
39.737000,0.2949,-1.3970,-0.0291,1.428
39.739000,0.3012,-1.4021,-0.0379,1.435
39.741000,0.3135,-1.4104,-0.0559,1.446
39.742000,0.3193,-1.4158,-0.0792,1.454
39.744000,0.3235,-1.4170,-0.0943,1.457
39.746000,0.3301,-1.4204,-0.1283,1.464
39.749000,0.3394,-1.4265,-0.1700,1.476
39.750000,0.3450,-1.4292,-0.1952,1.483
39.753000,0.3533,-1.4300,-0.2480,1.494
39.755000,0.3516,-1.4263,-0.3039,1.500
39.757000,0.3486,-1.4231,-0.3337,1.503
39.759000,0.3357,-1.4138,-0.3997,1.507
39.760000,0.3113,-1.4033,-0.4681,1.512
39.762000,0.2946,-1.3970,-0.5013,1.513
39.765000,0.2521,-1.3865,-0.5651,1.518
39.767000,0.1911,-1.3748,-0.6298,1.524
39.770000,0.1244,-1.3738,-0.6941,1.544
39.770000,0.0928,-1.3770,-0.7229,1.558
39.773000,0.0374,-1.3857,-0.7725,1.587
39.775000,0.0142,-1.3901,-0.7923,1.600
39.777000,-0.0281,-1.4009,-0.8204,1.624
39.778000,-0.0709,-1.4109,-0.8294,1.638
39.780000,-0.0911,-1.4178,-0.8270,1.644
39.782000,-0.1290,-1.4329,-0.8040,1.648
39.785000,-0.1678,-1.4471,-0.7474,1.637
39.786000,-0.1849,-1.4517,-0.7078,1.626
39.793000,-0.2135,-1.4590,-0.6064,1.594
39.793000,-0.2350,-1.4546,-0.4842,1.551
39.793000,-0.2421,-1.4515,-0.4053,1.526
39.795000,-0.2512,-1.4444,-0.2240,1.483
39.797000,-0.2536,-1.4422,-0.0503,1.465
39.799000,-0.2553,-1.4415,0.0198,1.464
39.801000,-0.2678,-1.4441,0.1085,1.473
39.803000,-0.2841,-1.4524,0.1295,1.486
39.813000,-0.2939,-1.4532,0.1246,1.488
39.813000,-0.3100,-1.4537,0.1019,1.490
39.814000,-0.3208,-1.4520,0.0804,1.489
39.814000,-0.3232,-1.4517,0.0696,1.489
39.814000,-0.3237,-1.4534,0.0516,1.490
39.815000,-0.3171,-1.4520,0.0352,1.487
39.817000,-0.3139,-1.4537,0.0254,1.487
39.818000,-0.3108,-1.4627,0.0142,1.495
39.822000,-0.3083,-1.4801,0.0086,1.512
39.823000,-0.3069,-1.4910,0.0103,1.522
39.825000,-0.3051,-1.5174,0.0166,1.548
39.826000,-0.3069,-1.5465,0.0318,1.577
39.830000,-0.3125,-1.5783,0.0435,1.609
39.830000,-0.3174,-1.5954,0.0474,1.627
39.832000,-0.3350,-1.6374,0.0496,1.672
39.835000,-0.3440,-1.6596,0.0467,1.696
39.836000,-0.3643,-1.7046,0.0359,1.743
39.839000,-0.3892,-1.7483,0.0107,1.791
39.841000,-0.4060,-1.7720,-0.0100,1.818
39.843000,-0.4415,-1.8194,-0.0691,1.873
39.845000,-0.4862,-1.8692,-0.1463,1.937
39.846000,-0.5123,-1.8976,-0.1881,1.975
39.849000,-0.5710,-1.9482,-0.2788,2.049
39.850000,-0.6230,-1.9890,-0.3643,2.116
39.852000,-0.6452,-2.0058,-0.3985,2.144
39.855000,-0.6995,-2.0329,-0.4466,2.196
39.857000,-0.7637,-2.0437,-0.4674,2.231
39.859000,-0.7957,-2.0459,-0.4681,2.245
39.860000,-0.8607,-2.0390,-0.4542,2.259
39.862000,-0.9066,-2.0061,-0.4229,2.242
39.864000,-0.9313,-1.9907,-0.3997,2.234
39.866000,-0.9773,-1.9567,-0.3494,2.215
39.869000,-1.0117,-1.9127,-0.2924,2.183
39.871000,-1.0271,-1.8883,-0.2624,2.166
39.873000,-1.0427,-1.8294,-0.1974,2.115
39.875000,-1.0276,-1.7620,-0.1239,2.043
39.877000,-1.0107,-1.7280,-0.1016,2.004
39.879000,-0.9741,-1.6621,-0.0916,1.929
39.881000,-0.9257,-1.5981,-0.0850,1.849
39.883000,-0.8976,-1.5668,-0.0770,1.807
39.885000,-0.8475,-1.5077,-0.0579,1.731
39.887000,-0.7970,-1.4449,-0.0513,1.651
39.892000,-0.7422,-1.3799,-0.0484,1.568
39.893000,-0.7097,-1.3467,-0.0435,1.523
39.894000,-0.6479,-1.2839,-0.0279,1.438
39.895000,-0.6218,-1.2543,-0.0176,1.400
39.897000,-0.5732,-1.1984,0.0137,1.328
39.900000,-0.5336,-1.1490,0.0520,1.268
39.903000,-0.5140,-1.1260,0.0752,1.240
39.904000,-0.4808,-1.0784,0.1222,1.187
39.925000,-0.4630,-1.0315,0.1744,1.144
39.926000,-0.4586,-1.0090,0.1996,1.126
39.926000,-0.4473,-0.9604,0.2468,1.088
39.926000,-0.4415,-0.9064,0.2912,1.049
39.927000,-0.4407,-0.8778,0.3088,1.030
39.927000,-0.4288,-0.8226,0.3467,0.990
39.927000,-0.4109,-0.7693,0.3845,0.953
39.927000,-0.3877,-0.7478,0.4012,0.933
39.928000,-0.3765,-0.7044,0.4190,0.902
39.928000,-0.3582,-0.6599,0.4234,0.862
39.928000,-0.3479,-0.6381,0.4185,0.839
39.928000,-0.3328,-0.5959,0.4021,0.792
39.930000,-0.3237,-0.5612,0.3826,0.752
39.931000,-0.3281,-0.5463,0.3711,0.737
39.933000,-0.3372,-0.5194,0.3450,0.709
39.938000,-0.3364,-0.4986,0.3159,0.679
39.938000,-0.3345,-0.4894,0.3017,0.665
39.939000,-0.3384,-0.4740,0.2722,0.643
39.941000,-0.3389,-0.4644,0.2426,0.624
39.943000,-0.3374,-0.4615,0.2275,0.615
39.945000,-0.3337,-0.4505,0.2047,0.597
39.947000,-0.3186,-0.4373,0.1781,0.570
39.950000,-0.2959,-0.4202,0.1522,0.536
39.951000,-0.2846,-0.4131,0.1397,0.521
39.953000,-0.2597,-0.3990,0.1126,0.489
39.957000,-0.2494,-0.3931,0.0997,0.476
39.957000,-0.2297,-0.3787,0.0660,0.448
39.959000,-0.1991,-0.3733,0.0386,0.425
39.962000,-0.1852,-0.3716,0.0279,0.416
39.963000,-0.1656,-0.3645,0.0017,0.400
39.965000,-0.1353,-0.3687,-0.0144,0.393
39.967000,-0.1241,-0.3704,-0.0215,0.391
39.969000,-0.1077,-0.3723,-0.0320,0.389
39.972000,-0.0943,-0.3765,-0.0305,0.389
39.975000,-0.0902,-0.3811,-0.0283,0.393
39.976000,-0.0889,-0.3865,-0.0159,0.397
39.977000,-0.0985,-0.3907,-0.0064,0.403
39.979000,-0.1021,-0.3948,0.0024,0.408
39.981000,-0.1097,-0.4075,0.0213,0.423
39.984000,-0.1068,-0.4210,0.0386,0.436
39.985000,-0.1121,-0.4251,0.0469,0.442
39.987000,-0.1324,-0.4300,0.0528,0.453
39.990000,-0.1446,-0.4385,0.0608,0.466
39.993000,-0.1500,-0.4415,0.0645,0.471
39.993000,-0.1588,-0.4486,0.0696,0.481
39.995000,-0.1735,-0.4522,0.0735,0.490
40.000000,-0.1791,-0.4532,0.0755,0.493
40.001000,-0.1881,-0.4544,0.0730,0.497
40.001000,-0.2006,-0.4527,0.0723,0.500
40.003000,-0.2067,-0.4522,0.0706,0.502
40.031000,-0.2121,-0.4532,0.0669,0.505
40.031000,-0.2084,-0.4564,0.0745,0.507
40.032000,-0.2089,-0.4593,0.0784,0.511
40.032000,-0.2079,-0.4610,0.0831,0.513
40.032000,-0.2052,-0.4659,0.0902,0.517
40.032000,-0.2016,-0.4669,0.0906,0.517
40.033000,-0.1881,-0.4737,0.1004,0.520
40.033000,-0.1820,-0.4806,0.1109,0.526
40.033000,-0.1791,-0.4830,0.1156,0.528
40.033000,-0.1857,-0.4825,0.1178,0.530
40.034000,-0.1969,-0.4842,0.1136,0.535
40.034000,-0.1972,-0.4859,0.1148,0.537
40.034000,-0.1969,-0.4889,0.1165,0.540
40.034000,-0.2064,-0.4886,0.1085,0.541
40.034000,-0.2133,-0.4864,0.1029,0.541
40.035000,-0.2289,-0.4796,0.0928,0.539
40.039000,-0.2460,-0.4725,0.0853,0.539
40.040000,-0.2548,-0.4679,0.0826,0.539
40.041000,-0.2705,-0.4564,0.0799,0.536
40.043000,-0.2841,-0.4473,0.0814,0.536
40.045000,-0.2907,-0.4422,0.0826,0.536
40.047000,-0.3073,-0.4263,0.0845,0.532
40.050000,-0.3252,-0.4117,0.0848,0.531
40.051000,-0.3332,-0.4053,0.0850,0.532
40.054000,-0.3477,-0.3916,0.0855,0.531
40.061000,-0.3631,-0.3772,0.0838,0.530
40.062000,-0.3738,-0.3704,0.0836,0.533
40.062000,-0.3897,-0.3521,0.0794,0.531
40.062000,-0.4029,-0.3433,0.0716,0.534
40.063000,-0.4097,-0.3254,0.0682,0.528
40.065000,-0.4241,-0.3083,0.0591,0.528
40.067000,-0.4361,-0.2917,0.0533,0.527
40.070000,-0.4483,-0.2763,0.0474,0.529
40.076000,-0.4539,-0.2687,0.0440,0.529
40.076000,-0.4600,-0.2614,0.0393,0.531
40.079000,-0.4654,-0.2502,0.0366,0.530
