time,gFx,gFy,gFz,TgF
10.262000,-0.4669,-0.9697,0.1412,1.085
10.264000,-0.4723,-0.9751,0.1481,1.093
10.266000,-0.4759,-0.9882,0.1603,1.109
10.268000,-0.4969,-0.9917,0.1730,1.123
10.270000,-0.5023,-0.9909,0.1793,1.125
10.272000,-0.5157,-0.9875,0.1881,1.130
10.274000,-0.5297,-0.9861,0.2006,1.137
10.276000,-0.5297,-0.9868,0.2035,1.138
10.278000,-0.5209,-0.9848,0.2052,1.133
10.280000,-0.5324,-0.9848,0.2072,1.139
10.282000,-0.5370,-0.9853,0.2099,1.142
10.284000,-0.5416,-0.9902,0.2135,1.149
10.286000,-0.5438,-0.9992,0.2091,1.157
10.288000,-0.5475,-1.0046,0.2060,1.163
10.290000,-0.5519,-1.0129,0.2028,1.171
10.292000,-0.5565,-1.0205,0.1967,1.179
10.294000,-0.5583,-1.0210,0.1928,1.180
10.296000,-0.5651,-1.0222,0.1952,1.184
10.298000,-0.5783,-1.0342,0.1930,1.201
10.300000,-0.5842,-1.0386,0.1911,1.207
10.302000,-0.6037,-1.0413,0.1972,1.220
10.304000,-0.6235,-1.0396,0.2052,1.229
10.306000,-0.6291,-1.0408,0.2108,1.234
10.308000,-0.6340,-1.0391,0.2174,1.236
10.311000,-0.6421,-1.0369,0.2240,1.240
10.312000,-0.6425,-1.0366,0.2272,1.241
10.314000,-0.6364,-1.0378,0.2272,1.238
10.316000,-0.6357,-1.0344,0.2270,1.235
10.318000,-0.6340,-1.0315,0.2277,1.232
10.320000,-0.6301,-1.0210,0.2277,1.221
10.322000,-0.6245,-1.0141,0.2189,1.211
10.324000,-0.6188,-1.0107,0.2111,1.204
10.326000,-0.6181,-1.0044,0.1940,1.195
10.328000,-0.6130,-1.0022,0.1791,1.188
10.331000,-0.6086,-1.0049,0.1688,1.187
10.332000,-0.6022,-1.0058,0.1539,1.182
10.334000,-0.5995,-1.0041,0.1385,1.178
10.336000,-0.6015,-0.9980,0.1380,1.173
10.338000,-0.6059,-0.9926,0.1400,1.171
10.340000,-0.6093,-0.9892,0.1434,1.171
10.342000,-0.6103,-0.9892,0.1463,1.172
10.344000,-0.6083,-0.9926,0.1537,1.174
10.346000,-0.6035,-0.9939,0.1603,1.174
10.348000,-0.5995,-0.9944,0.1634,1.173
10.350000,-0.5768,-1.0051,0.1676,1.171
10.352000,-0.5397,-1.0161,0.1617,1.162
10.354000,-0.5187,-1.0430,0.1554,1.175
10.356000,-0.4779,-1.0681,0.1395,1.178
10.358000,-0.4400,-1.0843,0.1244,1.177
10.360000,-0.4205,-1.1148,0.1180,1.197
10.362000,-0.3838,-1.1446,0.1048,1.212
10.364000,-0.3486,-1.1580,0.1007,1.214
10.366000,-0.3318,-1.1830,0.0943,1.232
10.368000,-0.3034,-1.2050,0.0909,1.246
10.371000,-0.2763,-1.2257,0.0933,1.260
10.372000,-0.2626,-1.2353,0.0931,1.266
10.374000,-0.2367,-1.2543,0.0960,1.280
10.376000,-0.2187,-1.2624,0.0953,1.285
10.378000,-0.2091,-1.2782,0.0994,1.299
10.380000,-0.1967,-1.2949,0.0965,1.313
10.385000,-0.1867,-1.3034,0.0950,1.320
10.385000,-0.1823,-1.3171,0.0906,1.333
10.386000,-0.1710,-1.3303,0.0789,1.344
10.388000,-0.1603,-1.3374,0.0718,1.349
10.390000,-0.1539,-1.3491,0.0542,1.359
10.392000,-0.1385,-1.3620,0.0349,1.370
10.394000,-0.1297,-1.3660,0.0239,1.372
10.396000,-0.1109,-1.3738,-0.0022,1.378
10.398000,-0.0855,-1.3813,-0.0305,1.384
10.400000,-0.0562,-1.3833,-0.0645,1.386
10.402000,-0.0440,-1.3772,-0.0799,1.380
10.404000,-0.0220,-1.3711,-0.1182,1.376
10.406000,-0.0117,-1.3689,-0.1383,1.376
10.408000,0.0093,-1.3633,-0.1852,1.376
10.410000,0.0318,-1.3559,-0.2275,1.375
10.412000,0.0418,-1.3547,-0.2492,1.378
10.414000,0.0572,-1.3523,-0.2946,1.385
10.417000,0.0711,-1.3435,-0.3391,1.387
10.419000,0.0777,-1.3391,-0.3609,1.389
10.420000,0.0865,-1.3310,-0.4012,1.393
10.422000,0.0985,-1.3252,-0.4363,1.399
10.424000,0.1016,-1.3222,-0.4530,1.401
10.426000,0.0992,-1.3115,-0.4906,1.404
10.428000,0.0872,-1.3010,-0.5226,1.405
10.431000,0.0716,-1.2839,-0.5573,1.401
10.435000,0.0633,-1.2726,-0.5744,1.398
10.435000,0.0413,-1.2472,-0.6054,1.387
10.440000,0.0313,-1.2367,-0.6186,1.383
10.440000,0.0105,-1.2216,-0.6408,1.379
10.440000,-0.0083,-1.2108,-0.6584,1.378
10.442000,-0.0171,-1.2032,-0.6645,1.375
10.444000,-0.0344,-1.1886,-0.6724,1.366
10.446000,-0.0530,-1.1727,-0.6746,1.354
10.448000,-0.0635,-1.1673,-0.6760,1.350
10.450000,-0.0845,-1.1629,-0.6767,1.348
10.452000,-0.1004,-1.1593,-0.6699,1.343
10.454000,-0.1065,-1.1566,-0.6648,1.338
10.456000,-0.1151,-1.1524,-0.6550,1.331
10.458000,-0.1234,-1.1458,-0.6374,1.317
10.460000,-0.1334,-1.1434,-0.6166,1.306
10.462000,-0.1368,-1.1409,-0.6061,1.299
10.464000,-0.1432,-1.1390,-0.5793,1.286
10.466000,-0.1466,-1.1375,-0.5649,1.278
10.468000,-0.1532,-1.1353,-0.5319,1.263
10.470000,-0.1578,-1.1339,-0.4952,1.247
10.472000,-0.1598,-1.1312,-0.4747,1.237
10.474000,-0.1676,-1.1297,-0.4329,1.221
10.476000,-0.1744,-1.1297,-0.3848,1.206
10.478000,-0.1776,-1.1287,-0.3606,1.198
10.480000,-0.1830,-1.1282,-0.3108,1.184
10.482000,-0.1925,-1.1295,-0.2553,1.174
10.484000,-0.1969,-1.1290,-0.2270,1.168
10.486000,-0.2089,-1.1248,-0.1700,1.157
10.488000,-0.2201,-1.1207,-0.1158,1.148
10.491000,-0.2228,-1.1165,-0.0601,1.140
10.492000,-0.2262,-1.1138,-0.0308,1.137
10.494000,-0.2433,-1.1143,0.0215,1.141
10.496000,-0.2529,-1.1138,0.0435,1.143
10.498000,-0.2756,-1.1163,0.0840,1.153
10.500000,-0.2929,-1.1241,0.1270,1.169
10.502000,-0.3037,-1.1251,0.1471,1.175
10.504000,-0.3213,-1.1275,0.1845,1.187
10.506000,-0.3401,-1.1307,0.2216,1.201
10.508000,-0.3506,-1.1341,0.2392,1.211
10.510000,-0.3709,-1.1407,0.2731,1.230
10.512000,-0.3953,-1.1412,0.3115,1.247
10.514000,-0.4075,-1.1419,0.3286,1.256
10.520000,-0.4329,-1.1456,0.3579,1.276
10.520000,-0.4566,-1.1463,0.3860,1.293
10.520000,-0.4681,-1.1466,0.3975,1.301
10.522000,-0.4867,-1.1431,0.4241,1.313
10.524000,-0.5091,-1.1358,0.4422,1.321
10.526000,-0.5204,-1.1304,0.4473,1.322
10.528000,-0.5355,-1.1192,0.4552,1.322
10.531000,-0.5460,-1.1075,0.4610,1.318
10.532000,-0.5502,-1.1026,0.4613,1.316
10.534000,-0.5558,-1.0884,0.4578,1.305
10.537000,-0.5622,-1.0769,0.4495,1.295
10.539000,-0.5649,-1.0720,0.4447,1.291
10.540000,-0.5707,-1.0645,0.4378,1.285
10.542000,-0.5778,-1.0559,0.4322,1.279
10.544000,-0.5815,-1.0535,0.4295,1.278
10.546000,-0.5849,-1.0523,0.4224,1.276
10.548000,-0.5842,-1.0496,0.4170,1.272
10.551000,-0.5817,-1.0408,0.4161,1.263
10.552000,-0.5817,-1.0378,0.4178,1.261
10.554000,-0.5790,-1.0337,0.4200,1.257
10.556000,-0.5766,-1.0305,0.4222,1.254
10.558000,-0.5754,-1.0190,0.4317,1.247
10.560000,-0.5817,-1.0044,0.4417,1.242
10.562000,-0.5876,-0.9936,0.4442,1.237
10.564000,-0.6039,-0.9755,0.4415,1.229
10.566000,-0.6162,-0.9675,0.4437,1.230
10.568000,-0.6208,-0.9614,0.4425,1.227
10.570000,-0.6367,-0.9514,0.4393,1.226
10.572000,-0.6538,-0.9369,0.4349,1.222
10.574000,-0.6653,-0.9299,0.4297,1.221
10.576000,-0.6841,-0.9172,0.4190,1.218
10.578000,-0.6907,-0.9049,0.4085,1.209
10.581000,-0.6907,-0.8976,0.4048,1.203
10.582000,-0.6904,-0.8871,0.3963,1.192
10.584000,-0.6853,-0.8746,0.3848,1.176
10.586000,-0.6809,-0.8658,0.3775,1.164
10.588000,-0.6743,-0.8509,0.3601,1.144
10.590000,-0.6731,-0.8353,0.3384,1.125
10.592000,-0.6731,-0.8263,0.3249,1.114
10.594000,-0.6672,-0.8089,0.3012,1.091
10.596000,-0.6618,-0.7896,0.2753,1.066
10.598000,-0.6577,-0.7791,0.2609,1.052
10.601000,-0.6467,-0.7586,0.2314,1.023
10.602000,-0.6325,-0.7420,0.2045,0.996
10.604000,-0.6245,-0.7347,0.1908,0.983
10.606000,-0.6101,-0.7246,0.1659,0.962
10.608000,-0.5947,-0.7139,0.1393,0.939
10.611000,-0.5846,-0.7070,0.1185,0.925
10.612000,-0.5795,-0.7053,0.1082,0.919
10.614000,-0.5739,-0.7029,0.0877,0.912
10.616000,-0.5722,-0.7019,0.0794,0.909
10.618000,-0.5695,-0.7017,0.0647,0.906
10.620000,-0.5680,-0.7007,0.0523,0.904
10.622000,-0.5675,-0.7017,0.0457,0.904
10.624000,-0.5646,-0.7031,0.0359,0.902
10.626000,-0.5597,-0.7029,0.0242,0.899
10.628000,-0.5563,-0.7039,0.0195,0.897
10.631000,-0.5512,-0.7031,0.0068,0.893
10.632000,-0.5480,-0.7007,-0.0042,0.890
10.635000,-0.5480,-0.7007,-0.0100,0.890
10.636000,-0.5478,-0.7000,-0.0337,0.889
10.638000,-0.5451,-0.7000,-0.1275,0.896
10.640000,-0.5394,-0.7031,-0.1854,0.905
10.642000,-0.5197,-0.7136,-0.3359,0.945
10.644000,-0.4833,-0.7312,-0.5211,1.020
10.646000,-0.4588,-0.7454,-0.6157,1.070
10.648000,-0.3562,-0.7913,-0.8431,1.210
10.652000,-0.1481,-0.8817,-0.9044,1.272
10.653000,-0.0137,-0.9404,-0.9113,1.310
10.654000,0.1842,-1.0244,-0.9738,1.425
10.656000,0.1783,-1.0308,-1.1226,1.534
10.658000,0.1114,-1.0041,-1.2018,1.570
10.660000,-0.0408,-0.9538,-1.2873,1.603
10.662000,-0.1004,-0.9560,-1.2353,1.565
10.664000,-0.1173,-0.9604,-1.1832,1.528
10.666000,-0.1730,-0.9611,-1.0745,1.452
10.668000,-0.2326,-0.9604,-0.9421,1.365
10.671000,-0.2927,-0.9470,-0.7989,1.273
10.672000,-0.3367,-0.9313,-0.7344,1.233
10.674000,-0.3709,-0.9174,-0.5827,1.148
10.676000,-0.3863,-0.9086,-0.5135,1.113
10.678000,-0.4393,-0.8771,-0.4031,1.061
10.680000,-0.4688,-0.8490,-0.3098,1.018
10.682000,-0.4730,-0.8395,-0.2641,0.999
10.684000,-0.4793,-0.8243,-0.1879,0.972
10.686000,-0.4806,-0.8111,-0.1288,0.952
10.688000,-0.4808,-0.8070,-0.1014,0.945
10.690000,-0.4749,-0.7994,-0.0523,0.931
10.692000,-0.4642,-0.7904,-0.0120,0.917
10.694000,-0.4593,-0.7867,0.0064,0.911
10.696000,-0.4505,-0.7820,0.0344,0.903
10.698000,-0.4442,-0.7759,0.0647,0.896
10.700000,-0.4403,-0.7735,0.0772,0.893
10.702000,-0.4285,-0.7711,0.0928,0.887
10.704000,-0.4244,-0.7681,0.1029,0.884
10.706000,-0.4256,-0.7664,0.1033,0.883
10.708000,-0.4280,-0.7679,0.1075,0.886
10.710000,-0.4297,-0.7689,0.1082,0.887
10.712000,-0.4273,-0.7701,0.1097,0.887
10.714000,-0.4246,-0.7737,0.1095,0.889
10.716000,-0.4183,-0.7742,0.1073,0.886
10.719000,-0.4146,-0.7747,0.1048,0.885
10.721000,-0.4051,-0.7737,0.0985,0.879
10.722000,-0.3931,-0.7706,0.0919,0.870
10.724000,-0.3850,-0.7667,0.0882,0.862
10.726000,-0.3677,-0.7581,0.0809,0.846
10.728000,-0.3584,-0.7522,0.0726,0.836
10.731000,-0.3430,-0.7544,0.0684,0.832
10.732000,-0.3340,-0.7574,0.0689,0.831
10.734000,-0.3137,-0.7667,0.0647,0.831
10.736000,-0.3034,-0.7715,0.0623,0.831
10.738000,-0.2863,-0.7808,0.0635,0.834
10.740000,-0.2692,-0.7872,0.0608,0.834
10.742000,-0.2609,-0.7906,0.0638,0.835
10.744000,-0.2406,-0.7999,0.0721,0.838
10.747000,-0.2277,-0.8026,0.0762,0.838
10.748000,-0.2228,-0.8050,0.0774,0.839
10.750000,-0.2160,-0.8048,0.0738,0.837
10.752000,-0.2099,-0.8040,0.0716,0.834
10.754000,-0.2057,-0.8043,0.0684,0.833
10.756000,-0.1998,-0.8011,0.0547,0.827
10.758000,-0.1906,-0.8065,0.0643,0.831
10.760000,-0.1874,-0.8104,0.0691,0.835
10.762000,-0.1859,-0.8128,0.0738,0.837
10.764000,-0.1703,-0.8216,0.0843,0.843
10.766000,-0.1678,-0.8250,0.0860,0.846
10.768000,-0.1749,-0.8221,0.0877,0.845
10.770000,-0.1642,-0.8214,0.0965,0.843
10.772000,-0.1549,-0.8236,0.1043,0.844
10.774000,-0.1625,-0.8197,0.0970,0.841
10.776000,-0.1539,-0.8211,0.1073,0.842
10.778000,-0.1547,-0.8180,0.1058,0.839
10.781000,-0.1498,-0.8167,0.1080,0.837
10.782000,-0.1405,-0.8128,0.1165,0.833
10.784000,-0.1405,-0.8119,0.1197,0.833
10.786000,-0.1417,-0.8082,0.1219,0.830
10.788000,-0.1432,-0.8075,0.1226,0.829
10.791000,-0.1405,-0.8097,0.1258,0.831
10.792000,-0.1415,-0.8092,0.1285,0.831
10.794000,-0.1400,-0.8087,0.1361,0.832
10.796000,-0.1397,-0.8089,0.1415,0.833
10.799000,-0.1517,-0.8048,0.1280,0.829
10.800000,-0.1608,-0.7996,0.1063,0.823
10.802000,-0.1593,-0.8011,0.0982,0.823
10.804000,-0.1539,-0.8026,0.0779,0.821
10.806000,-0.1505,-0.8018,0.0567,0.818
10.808000,-0.1478,-0.8016,0.0464,0.816
10.811000,-0.1402,-0.7996,0.0264,0.812
10.812000,-0.1429,-0.7945,0.0017,0.807
10.815000,-0.1473,-0.7901,-0.0107,0.804
10.817000,-0.1446,-0.7840,-0.0325,0.798
10.819000,-0.1375,-0.7874,-0.0533,0.801
10.820000,-0.1373,-0.7884,-0.0635,0.803
10.822000,-0.1449,-0.7869,-0.0855,0.805
10.824000,-0.1449,-0.7833,-0.0997,0.803
10.826000,-0.1422,-0.7828,-0.1085,0.803
10.828000,-0.1351,-0.7811,-0.1212,0.802
10.831000,-0.1349,-0.7777,-0.1339,0.801
10.833000,-0.1383,-0.7750,-0.1410,0.800
10.835000,-0.1463,-0.7686,-0.1551,0.798
10.836000,-0.1676,-0.7613,-0.1747,0.799
10.838000,-0.1700,-0.7603,-0.1788,0.799
10.840000,-0.1708,-0.7657,-0.1783,0.805
10.842000,-0.1886,-0.7623,-0.1862,0.807
10.844000,-0.1976,-0.7598,-0.1898,0.808
10.847000,-0.2140,-0.7505,-0.1994,0.806
10.848000,-0.2255,-0.7430,-0.2089,0.804
10.851000,-0.2350,-0.7442,-0.2172,0.810
10.852000,-0.2382,-0.7466,-0.2201,0.814
10.854000,-0.2492,-0.7422,-0.2233,0.814
10.856000,-0.2560,-0.7390,-0.2253,0.814
10.858000,-0.2700,-0.7371,-0.2294,0.818
10.860000,-0.2829,-0.7388,-0.2350,0.825
10.862000,-0.2878,-0.7395,-0.2363,0.828
10.865000,-0.2978,-0.7378,-0.2385,0.831
10.866000,-0.3086,-0.7386,-0.2424,0.836
10.868000,-0.3135,-0.7381,-0.2443,0.838
10.870000,-0.3232,-0.7334,-0.2492,0.839
10.872000,-0.3325,-0.7310,-0.2521,0.842
10.874000,-0.3389,-0.7303,-0.2531,0.844
10.876000,-0.3489,-0.7278,-0.2504,0.845
10.878000,-0.3616,-0.7254,-0.2534,0.849
10.881000,-0.3670,-0.7195,-0.2541,0.847
10.883000,-0.3792,-0.7156,-0.2558,0.849
10.884000,-0.3882,-0.7144,-0.2582,0.853
10.886000,-0.3916,-0.7132,-0.2604,0.854
10.888000,-0.4019,-0.7119,-0.2651,0.859
10.890000,-0.4092,-0.7075,-0.2705,0.861
10.892000,-0.4131,-0.7031,-0.2736,0.860
10.894000,-0.4183,-0.6985,-0.2812,0.861
10.896000,-0.4197,-0.6958,-0.2905,0.863
10.899000,-0.4205,-0.6895,-0.2949,0.860
10.900000,-0.4214,-0.6777,-0.3029,0.854
10.902000,-0.4153,-0.6746,-0.3051,0.849
10.904000,-0.4122,-0.6704,-0.3066,0.845
10.906000,-0.4097,-0.6675,-0.3076,0.841
10.908000,-0.4026,-0.6689,-0.3103,0.840
10.911000,-0.3960,-0.6743,-0.3284,0.848
10.912000,-0.3960,-0.6753,-0.3347,0.851
10.914000,-0.3941,-0.6772,-0.3396,0.854
10.917000,-0.3902,-0.6789,-0.3481,0.857
10.919000,-0.3826,-0.6799,-0.3569,0.858
10.920000,-0.3745,-0.6824,-0.3655,0.860
10.922000,-0.3684,-0.6814,-0.3694,0.858
10.924000,-0.3594,-0.6816,-0.3770,0.858
10.927000,-0.3543,-0.6819,-0.3811,0.858
10.928000,-0.3442,-0.6809,-0.3894,0.857
10.931000,-0.3350,-0.6807,-0.3980,0.857
10.932000,-0.3293,-0.6794,-0.4026,0.856
10.935000,-0.3174,-0.6816,-0.4112,0.857
10.936000,-0.3044,-0.6829,-0.4192,0.857
10.938000,-0.2983,-0.6838,-0.4249,0.859
10.940000,-0.2868,-0.6870,-0.4319,0.861
10.942000,-0.2736,-0.6868,-0.4383,0.859
10.944000,-0.2661,-0.6880,-0.4412,0.860
10.947000,-0.2514,-0.6902,-0.4483,0.861
10.949000,-0.2358,-0.6975,-0.4552,0.866
10.951000,-0.2223,-0.7017,-0.4593,0.868
10.952000,-0.2157,-0.7044,-0.4635,0.870
10.954000,-0.1991,-0.7105,-0.4740,0.877
10.956000,-0.1911,-0.7132,-0.4789,0.880
10.958000,-0.1744,-0.7183,-0.4896,0.887
10.960000,-0.1568,-0.7263,-0.5013,0.896
10.962000,-0.1485,-0.7307,-0.5052,0.901
10.965000,-0.1363,-0.7403,-0.5167,0.913
10.966000,-0.1236,-0.7486,-0.5272,0.924
10.968000,-0.1180,-0.7540,-0.5338,0.931
10.971000,-0.1043,-0.7684,-0.5536,0.953
10.972000,-0.1016,-0.7706,-0.5602,0.958
10.974000,-0.0982,-0.7728,-0.5658,0.963
10.976000,-0.0880,-0.7823,-0.5754,0.975
10.978000,-0.0872,-0.7926,-0.5849,0.989
10.980000,-0.0872,-0.7987,-0.5971,1.001
10.983000,-0.0875,-0.8087,-0.6037,1.013
10.985000,-0.0894,-0.8189,-0.6174,1.029
10.986000,-0.0916,-0.8233,-0.6245,1.037
10.988000,-0.0897,-0.8346,-0.6362,1.053
10.990000,-0.0931,-0.8461,-0.6477,1.070
10.992000,-0.0948,-0.8524,-0.6545,1.079
10.994000,-0.1004,-0.8629,-0.6665,1.095
10.997000,-0.1097,-0.8734,-0.6809,1.113
10.999000,-0.1141,-0.8781,-0.6880,1.121
11.000000,-0.1187,-0.8873,-0.6980,1.135
11.002000,-0.1224,-0.8957,-0.7070,1.148
11.004000,-0.1236,-0.9008,-0.7127,1.155
11.006000,-0.1239,-0.9154,-0.7207,1.172
11.008000,-0.1246,-0.9306,-0.7271,1.188
11.010000,-0.1285,-0.9360,-0.7305,1.194
11.012000,-0.1288,-0.9518,-0.7393,1.212
11.014000,-0.1278,-0.9643,-0.7454,1.225
11.016000,-0.1258,-0.9707,-0.7486,1.232
11.018000,-0.1312,-0.9802,-0.7549,1.244
11.020000,-0.1405,-0.9914,-0.7635,1.259
11.022000,-0.1395,-0.9985,-0.7669,1.267
11.024000,-0.1283,-1.0127,-0.7718,1.280
11.027000,-0.1190,-1.0254,-0.7762,1.292
11.028000,-0.1160,-1.0305,-0.7764,1.295
11.032000,-0.1141,-1.0410,-0.7752,1.303
11.033000,-0.1148,-1.0447,-0.7745,1.306
11.035000,-0.1163,-1.0471,-0.7720,1.306
11.037000,-0.1190,-1.0518,-0.7671,1.307
11.039000,-0.1190,-1.0547,-0.7581,1.304
11.041000,-0.1185,-1.0557,-0.7535,1.302
11.043000,-0.1190,-1.0562,-0.7420,1.296
11.044000,-0.1222,-1.0554,-0.7303,1.289
11.048000,-0.1222,-1.0554,-0.7227,1.285
11.048000,-0.1180,-1.0557,-0.7092,1.277
11.051000,-0.1195,-1.0518,-0.6965,1.267
11.052000,-0.1182,-1.0493,-0.6895,1.261
11.054000,-0.1104,-1.0420,-0.6753,1.247
11.056000,-0.1043,-1.0320,-0.6618,1.230
11.059000,-0.1014,-1.0271,-0.6562,1.223
11.061000,-0.0992,-1.0181,-0.6457,1.210
11.062000,-0.0982,-1.0075,-0.6337,1.194
11.065000,-0.0950,-1.0012,-0.6296,1.187
11.067000,-0.0921,-0.9873,-0.6225,1.171
11.069000,-0.0906,-0.9746,-0.6186,1.158
11.071000,-0.0909,-0.9685,-0.6135,1.150
11.072000,-0.0906,-0.9545,-0.6044,1.133
11.074000,-0.0887,-0.9440,-0.5986,1.121
11.077000,-0.0860,-0.9379,-0.5956,1.114
11.078000,-0.0816,-0.9262,-0.5886,1.100
11.081000,-0.0779,-0.9162,-0.5815,1.088
11.082000,-0.0752,-0.9118,-0.5768,1.082
11.084000,-0.0674,-0.9015,-0.5685,1.068
11.086000,-0.0591,-0.8937,-0.5595,1.056
11.088000,-0.0537,-0.8910,-0.5546,1.051
11.091000,-0.0393,-0.8822,-0.5370,1.034
11.092000,-0.0349,-0.8815,-0.5297,1.029
11.094000,-0.0293,-0.8810,-0.5221,1.024
11.097000,-0.0195,-0.8786,-0.5048,1.013
11.099000,-0.0120,-0.8766,-0.4835,1.001
11.101000,-0.0093,-0.8771,-0.4710,0.996
11.102000,-0.0020,-0.8805,-0.4461,0.987
11.104000,0.0020,-0.8834,-0.4161,0.977
11.106000,0.0020,-0.8847,-0.3999,0.971
11.108000,-0.0015,-0.8905,-0.3635,0.962
11.110000,-0.0103,-0.8959,-0.3237,0.953
11.112000,-0.0176,-0.8966,-0.3005,0.946
11.115000,-0.0420,-0.8969,-0.2436,0.930
11.117000,-0.0704,-0.8952,-0.1774,0.915
11.119000,-0.0870,-0.8913,-0.1441,0.907
11.121000,-0.1280,-0.8805,-0.0792,0.893
11.122000,-0.1713,-0.8632,-0.0169,0.880
11.124000,-0.1925,-0.8531,0.0132,0.875
11.126000,-0.2306,-0.8282,0.0635,0.862
11.128000,-0.2636,-0.8021,0.1092,0.851
11.131000,-0.2778,-0.7889,0.1280,0.846
11.135000,-0.3100,-0.7603,0.1534,0.835
11.135000,-0.3381,-0.7351,0.1686,0.827
11.137000,-0.3516,-0.7237,0.1720,0.823
11.138000,-0.3821,-0.7048,0.1740,0.820
11.140000,-0.4090,-0.6902,0.1708,0.820
11.142000,-0.4214,-0.6851,0.1693,0.822
11.144000,-0.4486,-0.6753,0.1664,0.828
11.146000,-0.4796,-0.6702,0.1576,0.839
11.148000,-0.4938,-0.6709,0.1515,0.847
11.151000,-0.5399,-0.6763,0.1248,0.874
11.152000,-0.5578,-0.6814,0.1158,0.888
11.154000,-0.5741,-0.6860,0.1053,0.901
11.156000,-0.6054,-0.6968,0.0840,0.927
11.158000,-0.6323,-0.7158,0.0696,0.958
11.160000,-0.6489,-0.7241,0.0545,0.974
11.162000,-0.6833,-0.7410,0.0191,1.008
11.164000,-0.7178,-0.7613,-0.0203,1.047
11.167000,-0.7366,-0.7737,-0.0432,1.069
11.168000,-0.7615,-0.8077,-0.0921,1.114
11.170000,-0.7794,-0.8492,-0.1459,1.162
11.172000,-0.7852,-0.8751,-0.1747,1.189
11.174000,-0.7972,-0.9426,-0.2497,1.259
11.176000,-0.8307,-1.0063,-0.3411,1.349
11.178000,-0.8451,-1.0369,-0.3877,1.393
11.181000,-0.8627,-1.1033,-0.4864,1.483
11.183000,-0.8900,-1.1661,-0.6025,1.586
11.185000,-0.9071,-1.1947,-0.6599,1.639
11.186000,-0.9335,-1.2546,-0.7703,1.743
11.188000,-0.9418,-1.3120,-0.8666,1.833
11.190000,-0.9396,-1.3376,-0.9081,1.870
11.192000,-0.9169,-1.3770,-0.9721,1.919
11.194000,-0.8842,-1.4011,-1.0156,1.943
11.196000,-0.8676,-1.4028,-1.0266,1.943
11.199000,-0.8126,-1.3997,-1.0200,1.913
11.201000,-0.7478,-1.3848,-0.9780,1.853
11.202000,-0.7193,-1.3718,-0.9479,1.816
11.204000,-0.6706,-1.3364,-0.8917,1.741
11.206000,-0.6440,-1.2914,-0.8231,1.661
11.208000,-0.6386,-1.2682,-0.7884,1.624
11.211000,-0.6313,-1.1839,-0.6538,1.493
11.212000,-0.6328,-1.1566,-0.5998,1.448
11.215000,-0.6374,-1.1319,-0.5446,1.409
11.217000,-0.6455,-1.0833,-0.4381,1.335
11.219000,-0.6513,-1.0344,-0.3389,1.269
11.221000,-0.6511,-1.0100,-0.2924,1.237
11.223000,-0.6469,-0.9592,-0.2057,1.175
11.225000,-0.6350,-0.9091,-0.1285,1.116
11.226000,-0.6308,-0.8839,-0.0938,1.090
11.229000,-0.6254,-0.8358,-0.0354,1.045
11.231000,-0.6123,-0.7899,0.0147,0.999
11.233000,-0.6059,-0.7689,0.0371,0.980
11.237000,-0.5942,-0.7278,0.0779,0.943
11.237000,-0.5842,-0.6914,0.1107,0.912
11.238000,-0.5798,-0.6772,0.1256,0.900
11.240000,-0.5751,-0.6511,0.1463,0.881
11.242000,-0.5771,-0.6316,0.1644,0.871
11.244000,-0.5776,-0.6247,0.1725,0.868
11.246000,-0.5805,-0.6135,0.1867,0.865
11.249000,-0.5871,-0.6049,0.2016,0.867
11.250000,-0.5881,-0.6044,0.2074,0.868
11.252000,-0.5905,-0.6059,0.2160,0.873
11.254000,-0.5851,-0.6081,0.2179,0.872
11.256000,-0.5788,-0.6130,0.2187,0.871
11.259000,-0.5587,-0.6291,0.2177,0.869
11.260000,-0.5350,-0.6438,0.2182,0.865
11.262000,-0.5214,-0.6489,0.2170,0.860
11.265000,-0.5011,-0.6562,0.2099,0.852
11.268000,-0.4833,-0.6594,0.2013,0.842
11.269000,-0.4757,-0.6614,0.1952,0.838
11.271000,-0.4574,-0.6687,0.1771,0.829
11.272000,-0.4498,-0.6711,0.1720,0.826
11.274000,-0.4442,-0.6746,0.1683,0.825
11.276000,-0.4337,-0.6838,0.1549,0.824
11.279000,-0.4217,-0.6934,0.1463,0.825
11.281000,-0.4166,-0.6992,0.1429,0.826
11.283000,-0.4039,-0.7163,0.1344,0.833
11.285000,-0.3914,-0.7344,0.1270,0.842
11.286000,-0.3860,-0.7481,0.1231,0.851
11.288000,-0.3750,-0.7762,0.1156,0.870
11.290000,-0.3674,-0.8057,0.1085,0.892
11.293000,-0.3638,-0.8224,0.1075,0.906
11.295000,-0.3550,-0.8583,0.1036,0.935
11.297000,-0.3496,-0.8947,0.1014,0.966
11.299000,-0.3491,-0.9125,0.1002,0.982
11.301000,-0.3430,-0.9472,0.0987,1.012
11.303000,-0.3381,-0.9782,0.1029,1.040
11.305000,-0.3372,-0.9922,0.1073,1.053
11.306000,-0.3323,-1.0176,0.1097,1.076
11.309000,-0.3210,-1.0418,0.1187,1.097
11.310000,-0.3188,-1.0505,0.1229,1.105
11.313000,-0.3142,-1.0655,0.1327,1.119
11.315000,-0.3198,-1.0767,0.1380,1.132
11.317000,-0.3203,-1.0804,0.1415,1.136
