time,gFx,gFy,gFz,TgF
16.784000,0.7281,-0.7872,-0.2902,1.111
16.785000,0.7315,-0.7752,-0.3029,1.108
16.785000,0.7327,-0.7691,-0.3091,1.106
16.786000,0.7344,-0.7581,-0.3186,1.103
16.786000,0.7356,-0.7488,-0.3313,1.101
16.787000,0.7347,-0.7410,-0.3384,1.097
16.788000,0.7295,-0.7249,-0.3601,1.090
16.789000,0.7180,-0.7034,-0.3899,1.078
16.790000,0.7092,-0.6907,-0.4078,1.071
16.791000,0.6931,-0.6658,-0.4493,1.061
16.792000,0.6765,-0.6425,-0.4830,1.051
16.792000,0.6711,-0.6303,-0.4938,1.045
16.793000,0.6555,-0.5981,-0.5033,1.020
16.794000,0.6320,-0.5534,-0.5048,0.980
16.795000,0.6320,-0.5534,-0.5048,0.980
16.796000,0.6179,-0.5294,-0.4972,0.954
16.796000,0.6057,-0.5104,-0.4886,0.931
16.797000,0.6010,-0.5016,-0.4886,0.923
16.797000,0.5934,-0.4874,-0.4828,0.907
16.798000,0.5810,-0.4759,-0.4740,0.888
16.798000,0.5717,-0.4698,-0.4762,0.880
16.798000,0.5585,-0.4603,-0.4769,0.867
16.800000,0.5475,-0.4525,-0.4803,0.857
16.801000,0.5419,-0.4488,-0.4718,0.847
16.801000,0.5306,-0.4415,-0.4512,0.825
16.802000,0.5241,-0.4341,-0.4383,0.809
16.804000,0.5223,-0.4324,-0.4280,0.802
16.806000,0.5165,-0.4324,-0.4065,0.787
16.807000,0.5101,-0.4339,-0.3860,0.773
16.809000,0.5079,-0.4351,-0.3718,0.765
16.811000,0.5013,-0.4381,-0.3408,0.748
16.819000,0.4903,-0.4449,-0.2986,0.726
16.825000,0.4859,-0.4498,-0.2749,0.717
16.826000,0.4779,-0.4605,-0.2321,0.703
16.826000,0.4742,-0.4771,-0.1996,0.702
16.827000,0.4742,-0.4859,-0.1859,0.704
16.829000,0.4754,-0.5055,-0.1686,0.714
16.830000,0.4784,-0.5280,-0.1578,0.730
16.831000,0.4798,-0.5382,-0.1534,0.737
16.831000,0.4847,-0.5617,-0.1456,0.756
16.832000,0.4906,-0.5873,-0.1349,0.777
16.876000,0.4947,-0.6027,-0.1310,0.791
16.882000,0.5045,-0.6330,-0.1236,0.819
16.883000,0.5228,-0.6772,-0.1102,0.863
16.884000,0.5228,-0.6772,-0.1102,0.863
16.885000,0.5346,-0.7031,-0.1029,0.889
16.886000,0.5480,-0.7315,-0.0950,0.919
16.888000,0.5541,-0.7471,-0.0899,0.934
16.889000,0.5661,-0.7762,-0.0774,0.964
16.890000,0.5776,-0.8028,-0.0591,0.991
16.890000,0.5871,-0.8163,-0.0520,1.007
16.891000,0.5905,-0.8414,-0.0352,1.029
16.892000,0.5954,-0.8685,-0.0200,1.053
16.892000,0.5998,-0.8810,-0.0125,1.066
16.893000,0.6015,-0.9023,0.0027,1.084
16.894000,0.6054,-0.9181,0.0171,1.100
16.894000,0.6091,-0.9257,0.0249,1.108
16.895000,0.6103,-0.9404,0.0403,1.122
16.896000,0.6125,-0.9543,0.0518,1.135
16.897000,0.6140,-0.9604,0.0557,1.141
16.898000,0.6154,-0.9704,0.0603,1.151
16.899000,0.6137,-0.9765,0.0691,1.155
16.899000,0.6064,-0.9787,0.0767,1.154
16.900000,0.6032,-0.9829,0.0792,1.156
16.901000,0.5969,-0.9865,0.0831,1.156
16.902000,0.5915,-0.9878,0.0836,1.154
16.902000,0.5886,-0.9900,0.0828,1.155
16.902000,0.5817,-0.9897,0.0811,1.151
16.903000,0.5778,-0.9887,0.0784,1.148
16.904000,0.5756,-0.9882,0.0782,1.146
16.905000,0.5700,-0.9902,0.0770,1.145
16.906000,0.5614,-0.9900,0.0782,1.141
16.906000,0.5561,-0.9895,0.0779,1.138
16.907000,0.5441,-0.9926,0.0755,1.134
16.908000,0.5414,-0.9926,0.0738,1.133
16.909000,0.5397,-0.9944,0.0730,1.134
16.909000,0.5314,-0.9948,0.0716,1.130
16.910000,0.5223,-0.9944,0.0691,1.125
16.911000,0.5179,-0.9975,0.0672,1.126
16.912000,0.5101,-1.0010,0.0669,1.125
16.913000,0.5048,-1.0058,0.0667,1.127
16.914000,0.5006,-1.0071,0.0679,1.127
16.920000,0.4942,-1.0090,0.0689,1.126
16.922000,0.4896,-1.0137,0.0682,1.128
16.923000,0.4855,-1.0166,0.0679,1.129
16.924000,0.4803,-1.0232,0.0682,1.132
16.928000,0.4730,-1.0320,0.0684,1.137
16.929000,0.4701,-1.0352,0.0689,1.139
16.930000,0.4647,-1.0420,0.0679,1.143
16.930000,0.4578,-1.0523,0.0679,1.150
16.972000,0.4561,-1.0586,0.0684,1.155
16.973000,0.4547,-1.0691,0.0689,1.164
16.974000,0.4508,-1.0818,0.0679,1.174
16.976000,0.4483,-1.0879,0.0674,1.179
16.977000,0.4468,-1.1011,0.0674,1.190
16.982000,0.4417,-1.1133,0.0645,1.199
16.983000,0.4385,-1.1199,0.0650,1.204
16.984000,0.4332,-1.1339,0.0645,1.215
16.985000,0.4300,-1.1463,0.0635,1.226
16.986000,0.4290,-1.1527,0.0606,1.231
16.987000,0.4271,-1.1642,0.0572,1.241
16.988000,0.4236,-1.1761,0.0540,1.251
16.988000,0.4210,-1.1822,0.0518,1.256
16.989000,0.4166,-1.2006,0.0442,1.272
16.990000,0.4144,-1.2076,0.0428,1.277
16.991000,0.4119,-1.2142,0.0406,1.283
16.992000,0.4056,-1.2265,0.0362,1.292
16.992000,0.4002,-1.2384,0.0298,1.302
16.993000,0.3977,-1.2440,0.0259,1.306
16.994000,0.3938,-1.2582,0.0117,1.318
16.994000,0.3899,-1.2768,-0.0098,1.335
16.996000,0.3877,-1.2888,-0.0237,1.346
16.997000,0.3721,-1.3354,-0.0992,1.390
16.998000,0.3215,-1.4476,-0.3088,1.515
16.998000,0.2912,-1.5223,-0.4200,1.606
16.999000,0.2262,-1.6628,-0.5541,1.767
17.000000,0.1617,-1.7322,-0.5084,1.812
17.001000,0.1300,-1.7363,-0.4449,1.797
17.002000,0.0689,-1.7048,-0.2964,1.732
17.003000,0.0169,-1.6401,-0.1481,1.647
17.005000,-0.0020,-1.5981,-0.0809,1.600
17.006000,-0.0266,-1.5050,0.0313,1.506
17.007000,-0.0410,-1.4138,0.1187,1.419
17.008000,-0.0454,-1.3735,0.1544,1.383
17.009000,-0.0501,-1.3041,0.2123,1.322
17.010000,-0.0533,-1.2519,0.2558,1.279
17.010000,-0.0542,-1.2274,0.2707,1.258
17.012000,-0.0520,-1.1847,0.2937,1.222
17.013000,-0.0435,-1.1478,0.3125,1.190
17.014000,-0.0403,-1.1319,0.3215,1.177
17.014000,-0.0332,-1.1087,0.3486,1.163
17.015000,-0.0244,-1.0967,0.3973,1.167
17.016000,-0.0205,-1.0962,0.4288,1.177
17.023000,-0.0110,-1.1138,0.5788,1.255
17.025000,-0.0110,-1.1236,0.6543,1.300
17.026000,-0.0154,-1.1361,0.7464,1.359
17.027000,-0.0432,-1.1651,0.9482,1.503
17.083000,-0.0704,-1.1947,1.0503,1.592
17.088000,-0.0777,-1.2089,1.0757,1.620
17.089000,-0.0826,-1.2265,1.0857,1.640
17.090000,-0.0794,-1.2240,1.0532,1.617
17.091000,-0.0770,-1.2181,1.0264,1.595
17.092000,-0.0672,-1.2018,0.9589,1.539
17.094000,-0.0535,-1.1825,0.8737,1.471
17.094000,-0.0452,-1.1722,0.8265,1.435
17.096000,-0.0281,-1.1541,0.7290,1.365
17.097000,-0.0039,-1.1427,0.6359,1.308
17.097000,0.0095,-1.1400,0.5954,1.286
17.098000,0.0322,-1.1380,0.5267,1.254
17.098000,0.0484,-1.1466,0.4705,1.240
17.099000,0.0550,-1.1534,0.4464,1.238
17.100000,0.0635,-1.1681,0.4095,1.239
17.100000,0.0638,-1.1881,0.3853,1.251
17.104000,0.0613,-1.2008,0.3787,1.261
17.105000,0.0491,-1.2335,0.3802,1.292
17.106000,0.0249,-1.2787,0.3987,1.340
17.106000,0.0076,-1.3063,0.4102,1.369
17.107000,-0.0281,-1.3723,0.4307,1.439
17.108000,-0.0650,-1.4456,0.4398,1.512
17.108000,-0.0858,-1.4818,0.4378,1.547
17.109000,-0.1178,-1.5463,0.4219,1.607
17.110000,-0.1463,-1.5883,0.3929,1.643
17.110000,-0.1583,-1.5995,0.3731,1.650
17.111000,-0.1869,-1.5956,0.3122,1.637
17.113000,-0.1957,-1.5844,0.2937,1.623
17.117000,-0.2023,-1.5687,0.2775,1.606
17.118000,-0.2152,-1.5272,0.2516,1.563
17.118000,-0.2277,-1.4793,0.2309,1.514
17.119000,-0.2316,-1.4522,0.2204,1.487
17.120000,-0.2348,-1.4019,0.2008,1.436
17.121000,-0.2289,-1.3572,0.1818,1.388
17.121000,-0.2221,-1.3374,0.1713,1.366
17.122000,-0.2025,-1.2995,0.1454,1.323
17.123000,-0.1764,-1.2682,0.1114,1.285
17.124000,-0.1617,-1.2548,0.0936,1.269
17.124000,-0.1312,-1.2335,0.0555,1.242
17.125000,-0.0994,-1.2123,0.0154,1.216
17.126000,-0.0809,-1.2032,-0.0044,1.206
17.126000,-0.0452,-1.1854,-0.0445,1.187
17.127000,-0.0076,-1.1695,-0.0943,1.173
17.128000,0.0127,-1.1634,-0.1261,1.170
17.129000,0.0623,-1.1473,-0.1700,1.162
17.130000,0.1180,-1.1282,-0.2011,1.152
17.131000,0.1412,-1.1168,-0.2094,1.145
17.132000,0.1942,-1.0923,-0.2199,1.131
17.133000,0.2455,-1.0772,-0.2253,1.128
17.134000,0.2680,-1.0738,-0.2257,1.129
17.134000,0.3100,-1.0711,-0.2206,1.137
17.135000,0.3359,-1.0684,-0.1842,1.135
17.136000,0.3467,-1.0696,-0.1674,1.137
17.137000,0.3731,-1.0789,-0.1429,1.150
17.137000,0.4063,-1.0992,-0.1229,1.178
17.138000,0.4224,-1.1136,-0.1134,1.196
17.139000,0.4701,-1.1651,-0.0985,1.260
17.140000,0.4891,-1.1820,-0.0970,1.283
17.148000,0.5084,-1.1988,-0.0965,1.306
17.160000,0.5507,-1.2333,-0.0967,1.354
17.161000,0.5929,-1.2675,-0.0953,1.403
17.162000,0.6166,-1.2848,-0.0931,1.428
17.162000,0.6689,-1.3193,-0.0926,1.482
17.162000,0.7234,-1.3567,-0.0931,1.540
17.163000,0.7530,-1.3760,-0.0936,1.571
17.163000,0.8138,-1.4200,-0.0948,1.639
17.163000,0.8693,-1.4583,-0.0999,1.701
17.164000,0.9174,-1.4754,-0.1026,1.740
17.165000,0.9438,-1.5079,-0.1051,1.782
17.166000,0.9931,-1.5384,-0.1117,1.835
17.166000,1.0176,-1.5538,-0.1131,1.861
17.204000,1.0659,-1.5807,-0.1168,1.910
17.206000,1.1111,-1.6027,-0.1214,1.954
17.207000,1.1343,-1.6122,-0.1256,1.975
17.207000,1.1739,-1.6274,-0.1341,2.011
17.208000,1.2120,-1.6403,-0.1395,2.044
17.208000,1.2291,-1.6472,-0.1405,2.060
17.208000,1.2589,-1.6547,-0.1441,2.084
17.209000,1.2890,-1.6557,-0.1500,2.104
17.210000,1.3015,-1.6542,-0.1522,2.110
17.210000,1.3271,-1.6499,-0.1595,2.123
17.210000,1.3535,-1.6359,-0.1693,2.130
17.211000,1.3645,-1.6279,-0.1742,2.131
17.212000,1.3821,-1.6098,-0.1857,2.130
17.212000,1.3941,-1.5836,-0.2003,2.119
17.213000,1.3975,-1.5678,-0.2067,2.110
17.214000,1.4050,-1.5128,-0.2265,2.077
17.214000,1.4065,-1.4932,-0.2331,2.065
17.214000,1.4038,-1.4717,-0.2377,2.048
17.215000,1.3980,-1.4243,-0.2482,2.011
17.215000,1.3848,-1.3694,-0.2507,1.964
17.216000,1.3765,-1.3410,-0.2509,1.938
17.216000,1.3537,-1.2836,-0.2516,1.882
17.217000,1.3320,-1.2233,-0.2499,1.826
17.217000,1.3210,-1.1920,-0.2482,1.797
17.218000,1.2924,-1.1263,-0.2453,1.732
17.218000,1.2587,-1.0623,-0.2363,1.664
17.224000,1.2392,-1.0320,-0.2326,1.629
17.225000,1.1883,-0.9711,-0.2157,1.550
17.225000,1.1209,-0.9220,-0.1908,1.464
17.229000,1.0879,-0.9008,-0.1764,1.423
17.229000,1.0254,-0.8605,-0.1463,1.347
17.278000,0.9716,-0.8243,-0.1124,1.279
17.278000,0.9460,-0.8075,-0.0955,1.247
17.279000,0.8966,-0.7735,-0.0684,1.186
17.279000,0.8475,-0.7383,-0.0459,1.125
17.279000,0.8226,-0.7207,-0.0369,1.094
17.279000,0.7762,-0.6851,-0.0222,1.035
17.279000,0.7366,-0.6579,-0.0064,0.988
17.280000,0.7202,-0.6447,0.0002,0.967
17.280000,0.6875,-0.6210,0.0154,0.927
17.280000,0.6540,-0.6000,0.0244,0.888
17.280000,0.6396,-0.5912,0.0303,0.872
17.281000,0.6144,-0.5756,0.0528,0.844
17.281000,0.5886,-0.5636,0.0838,0.819
17.281000,0.5749,-0.5568,0.1009,0.807
17.281000,0.5314,-0.5424,0.1522,0.774
17.282000,0.5184,-0.5397,0.1664,0.767
17.282000,0.5050,-0.5353,0.1808,0.758
17.282000,0.4745,-0.5265,0.2060,0.738
17.282000,0.4341,-0.5179,0.2279,0.713
17.282000,0.4163,-0.5148,0.2387,0.704
17.283000,0.3782,-0.5109,0.2553,0.685
17.283000,0.3474,-0.5082,0.2680,0.671
17.283000,0.3306,-0.5052,0.2775,0.665
17.283000,0.3042,-0.4994,0.2920,0.654
17.284000,0.2819,-0.4950,0.2988,0.643
17.284000,0.2731,-0.4945,0.3027,0.641
17.284000,0.2570,-0.4903,0.3066,0.633
17.284000,0.2460,-0.4889,0.3051,0.627
17.288000,0.2409,-0.4874,0.3027,0.622
17.289000,0.2277,-0.4847,0.2920,0.610
17.291000,0.2213,-0.4835,0.2775,0.600
17.293000,0.2135,-0.4833,0.2690,0.593
17.294000,0.1976,-0.4820,0.2470,0.577
17.297000,0.1911,-0.4806,0.2209,0.562
17.305000,0.1876,-0.4793,0.2079,0.555
17.314000,0.1779,-0.4796,0.1796,0.542
17.316000,0.1718,-0.4789,0.1449,0.529
17.317000,0.1708,-0.4776,0.1290,0.523
17.317000,0.1639,-0.4764,0.0989,0.513
17.318000,0.1664,-0.4754,0.0723,0.509
17.319000,0.1700,-0.4754,0.0589,0.508
17.320000,0.1798,-0.4767,0.0337,0.511
17.321000,0.1840,-0.4781,0.0093,0.512
17.322000,0.1933,-0.4793,-0.0020,0.517
17.322000,0.2084,-0.4776,-0.0401,0.523
17.323000,0.2170,-0.4774,-0.0552,0.527
17.324000,0.2441,-0.4774,-0.0711,0.541
17.325000,0.2604,-0.4737,-0.0997,0.550
17.325000,0.3003,-0.4710,-0.1305,0.574
17.359000,0.3386,-0.4693,-0.1451,0.597
17.361000,0.3572,-0.4649,-0.1693,0.610
17.365000,0.3897,-0.4600,-0.1840,0.630
17.367000,0.4180,-0.4574,-0.1920,0.649
17.368000,0.4283,-0.4515,-0.1935,0.652
17.369000,0.4493,-0.4466,-0.1945,0.663
17.370000,0.4708,-0.4420,-0.2025,0.677
17.370000,0.4803,-0.4327,-0.2062,0.679
17.371000,0.4967,-0.4222,-0.2179,0.687
17.372000,0.5113,-0.4168,-0.2277,0.698
17.372000,0.5162,-0.4070,-0.2333,0.698
17.373000,0.5299,-0.3968,-0.2411,0.705
17.374000,0.5397,-0.3924,-0.2492,0.712
17.374000,0.5443,-0.3841,-0.2529,0.713
17.375000,0.5509,-0.3731,-0.2595,0.714
17.376000,0.5553,-0.3674,-0.2646,0.717
17.377000,0.5556,-0.3562,-0.2665,0.712
17.377000,0.5551,-0.3437,-0.2683,0.706
17.377000,0.5541,-0.3362,-0.2646,0.700
17.380000,0.5556,-0.3247,-0.2604,0.694
17.381000,0.5558,-0.3122,-0.2541,0.686
17.382000,0.5548,-0.3017,-0.2453,0.678
17.382000,0.5534,-0.2978,-0.2419,0.673
17.383000,0.5507,-0.2888,-0.2343,0.664
17.384000,0.5497,-0.2836,-0.2257,0.658
17.385000,0.5565,-0.2795,-0.2162,0.659
17.385000,0.5607,-0.2785,-0.2138,0.662
17.386000,0.5666,-0.2768,-0.2126,0.665
17.387000,0.5685,-0.2768,-0.2116,0.667
17.387000,0.5722,-0.2751,-0.2067,0.668
17.388000,0.5776,-0.2780,-0.2006,0.672
17.390000,0.5807,-0.2812,-0.1959,0.674
17.392000,0.5881,-0.2856,-0.1891,0.681
17.394000,0.5959,-0.2905,-0.1820,0.687
17.396000,0.6005,-0.2934,-0.1781,0.692
17.404000,0.6098,-0.2995,-0.1708,0.701
17.406000,0.6196,-0.3083,-0.1642,0.711
17.411000,0.6247,-0.3122,-0.1595,0.716
17.415000,0.6303,-0.3220,-0.1417,0.722
17.415000,0.6362,-0.3328,-0.1244,0.729
17.416000,0.6411,-0.3401,-0.1182,0.735
17.417000,0.6533,-0.3535,-0.1070,0.750
17.418000,0.6643,-0.3662,-0.0938,0.764
17.418000,0.6682,-0.3718,-0.0855,0.769
17.419000,0.6726,-0.3850,-0.0645,0.778
17.420000,0.6802,-0.4031,-0.0476,0.792
17.421000,0.6851,-0.4136,-0.0445,0.801
17.422000,0.6919,-0.4307,-0.0366,0.816
17.467000,0.6960,-0.4461,-0.0276,0.827
17.469000,0.6990,-0.4561,-0.0235,0.835
17.470000,0.7044,-0.4727,-0.0098,0.848
17.471000,0.7088,-0.4918,-0.0046,0.863
17.472000,0.7102,-0.5013,-0.0027,0.869
17.473000,0.7144,-0.5223,0.0076,0.885
17.473000,0.7183,-0.5443,0.0217,0.901
17.474000,0.7212,-0.5693,0.0366,0.920
17.474000,0.7219,-0.5837,0.0452,0.929
17.475000,0.7239,-0.6118,0.0599,0.950
17.475000,0.7256,-0.6262,0.0674,0.961
17.476000,0.7300,-0.6604,0.0862,0.988
17.477000,0.7378,-0.6946,0.1038,1.019
17.479000,0.7408,-0.7134,0.1134,1.035
17.480000,0.7488,-0.7557,0.1395,1.073
17.481000,0.7544,-0.8006,0.1730,1.114
17.481000,0.7569,-0.8248,0.1930,1.136
17.482000,0.7664,-0.8776,0.2521,1.192
17.482000,0.7686,-0.9340,0.3511,1.260
17.483000,0.7706,-0.9641,0.4329,1.308
17.483000,0.8006,-1.0484,0.9975,1.654
17.485000,0.8891,-1.2221,2.3002,2.752
17.486000,0.8871,-1.3281,2.7055,3.142
17.486000,0.7586,-1.5345,2.9325,3.396
17.488000,0.4486,-1.7515,2.7370,3.280
17.489000,0.2565,-1.8590,2.5570,3.172
17.490000,-0.1554,-2.0745,2.1280,2.976
17.490000,-0.4173,-2.2345,1.7114,2.845
17.492000,-0.4723,-2.2743,1.5040,2.767
17.493000,-0.4537,-2.2641,1.0642,2.543
17.494000,-0.3379,-2.1964,0.6846,2.325
17.494000,-0.2592,-2.1715,0.5649,2.259
17.496000,-0.1197,-2.1502,0.4063,2.192
17.497000,-0.0178,-2.1492,0.3115,2.172
17.499000,0.0217,-2.1492,0.2751,2.167
17.499000,0.1073,-2.1519,0.2028,2.164
17.501000,0.1678,-2.1558,0.1187,2.166
17.502000,0.2228,-2.1544,0.0528,2.166
17.503000,0.2519,-2.1470,0.0269,2.162
17.504000,0.3073,-2.1241,-0.0296,2.146
17.505000,0.3347,-2.1123,-0.0581,2.139
17.507000,0.3723,-2.0891,-0.1400,2.127
17.512000,0.4031,-2.0527,-0.2397,2.106
17.513000,0.4153,-2.0368,-0.2807,2.098
17.514000,0.4363,-2.0075,-0.3611,2.086
17.516000,0.4398,-1.9728,-0.4197,2.064
17.517000,0.4427,-1.9521,-0.4295,2.047
17.518000,0.4498,-1.9010,-0.4327,2.001
17.525000,0.4473,-1.8387,-0.4359,1.942
17.527000,0.4456,-1.8040,-0.4393,1.909
17.528000,0.4334,-1.7302,-0.4503,1.840
17.540000,0.4261,-1.6489,-0.4618,1.765
17.541000,0.4234,-1.6086,-0.4627,1.727
17.542000,0.4175,-1.5299,-0.4512,1.649
17.542000,0.4163,-1.4625,-0.4266,1.579
17.543000,0.4136,-1.4317,-0.4129,1.546
17.543000,0.4024,-1.3723,-0.3792,1.480
17.544000,0.3855,-1.3212,-0.3416,1.418
17.544000,0.3760,-1.2978,-0.3198,1.388
17.545000,0.3565,-1.2528,-0.2790,1.332
17.545000,0.3345,-1.2130,-0.2409,1.281
17.583000,0.3269,-1.1925,-0.2238,1.257
17.583000,0.3125,-1.1497,-0.1974,1.208
17.584000,0.2924,-1.1050,-0.1747,1.156
17.584000,0.2824,-1.0833,-0.1671,1.132
17.585000,0.2614,-1.0386,-0.1551,1.082
17.585000,0.2397,-0.9973,-0.1532,1.037
17.585000,0.2155,-0.9553,-0.1586,0.992
17.586000,0.2045,-0.9345,-0.1632,0.970
17.586000,0.1815,-0.8949,-0.1845,0.932
17.587000,0.1710,-0.8729,-0.2018,0.912
17.587000,0.1534,-0.8219,-0.2490,0.872
17.587000,0.1332,-0.7579,-0.3008,0.826
17.588000,0.1195,-0.7212,-0.3240,0.800
17.589000,0.0850,-0.6489,-0.3557,0.745
17.589000,0.0415,-0.5888,-0.3569,0.690
17.589000,0.0210,-0.5683,-0.3489,0.667
17.590000,-0.0227,-0.5465,-0.3157,0.632
17.590000,-0.0572,-0.5507,-0.2675,0.615
17.591000,-0.0713,-0.5609,-0.2389,0.614
17.591000,-0.0882,-0.5954,-0.1798,0.628
17.592000,-0.0894,-0.6452,-0.1195,0.662
17.592000,-0.0833,-0.6743,-0.0906,0.685
17.592000,-0.0616,-0.7366,-0.0406,0.740
17.593000,-0.0274,-0.7996,0.0012,0.800
17.594000,-0.0098,-0.8307,0.0208,0.831
17.600000,0.0298,-0.8932,0.0520,0.895
17.601000,0.0691,-0.9499,0.0796,0.956
17.601000,0.0884,-0.9763,0.0931,0.985
17.602000,0.1253,-1.0249,0.1192,1.039
17.604000,0.1625,-1.0669,0.1373,1.088
17.606000,0.1827,-1.0848,0.1449,1.110
17.608000,0.2233,-1.1131,0.1590,1.146
17.610000,0.2651,-1.1365,0.1678,1.179
17.654000,0.2876,-1.1475,0.1698,1.195
17.654000,0.3310,-1.1654,0.1737,1.224
17.655000,0.3696,-1.1798,0.1769,1.249
17.655000,0.4068,-1.1981,0.1759,1.277
17.655000,0.4258,-1.2072,0.1713,1.291
17.656000,0.4571,-1.2260,0.1656,1.319
17.656000,0.4703,-1.2360,0.1656,1.333
17.657000,0.4950,-1.2553,0.1642,1.359
17.657000,0.5148,-1.2724,0.1652,1.382
17.657000,0.5255,-1.2795,0.1637,1.393
17.658000,0.5473,-1.2883,0.1593,1.409
17.658000,0.5668,-1.2917,0.1522,1.419
17.658000,0.5756,-1.2922,0.1459,1.422
17.659000,0.5922,-1.2895,0.1371,1.426
17.659000,0.6027,-1.2824,0.1283,1.423
17.659000,0.6042,-1.2778,0.1241,1.419
17.660000,0.6059,-1.2629,0.1131,1.405
17.660000,0.6005,-1.2455,0.1024,1.387
17.660000,0.5949,-1.2367,0.0972,1.376
17.661000,0.5790,-1.2162,0.0836,1.350
17.661000,0.5631,-1.1935,0.0682,1.321
17.662000,0.5541,-1.1832,0.0601,1.308
17.662000,0.5350,-1.1627,0.0420,1.281
17.662000,0.5140,-1.1402,0.0276,1.251
17.663000,0.4857,-1.0987,0.0154,1.201
17.663000,0.4681,-1.0674,0.0125,1.166
17.665000,0.4249,-0.9934,0.0100,1.080
17.666000,0.4019,-0.9531,0.0100,1.034
17.668000,0.3589,-0.8732,0.0071,0.944
17.670000,0.3232,-0.8033,0.0049,0.866
17.672000,0.2981,-0.7493,0.0012,0.806
17.674000,0.2900,-0.7290,-0.0007,0.785
17.676000,0.2805,-0.7034,-0.0071,0.757
17.688000,0.2810,-0.6921,-0.0169,0.747
17.689000,0.2824,-0.6899,-0.0222,0.746
17.690000,0.2878,-0.6934,-0.0308,0.751
17.690000,0.2961,-0.6963,-0.0396,0.758
17.691000,0.3005,-0.7046,-0.0442,0.767
17.692000,0.3110,-0.7154,-0.0557,0.782
17.693000,0.3152,-0.7193,-0.0613,0.788
17.694000,0.3262,-0.7281,-0.0721,0.801
17.694000,0.3386,-0.7359,-0.0814,0.814
17.703000,0.3435,-0.7403,-0.0865,0.821
17.705000,0.3540,-0.7481,-0.0948,0.833
17.706000,0.3623,-0.7527,-0.1058,0.842
17.707000,0.3677,-0.7547,-0.1087,0.847
17.710000,0.3775,-0.7618,-0.1136,0.858
17.715000,0.3860,-0.7654,-0.1219,0.866
17.717000,0.3921,-0.7689,-0.1244,0.872
17.717000,0.4029,-0.7737,-0.1319,0.882
17.718000,0.4092,-0.7772,-0.1368,0.889
17.719000,0.4129,-0.7791,-0.1385,0.893
17.720000,0.4200,-0.7830,-0.1390,0.899
17.721000,0.4302,-0.7855,-0.1405,0.907
17.761000,0.4359,-0.7872,-0.1427,0.911
17.762000,0.4483,-0.7908,-0.1451,0.921
17.764000,0.4615,-0.7982,-0.1476,0.934
17.765000,0.4759,-0.8060,-0.1515,0.948
17.765000,0.4813,-0.8099,-0.1547,0.955
17.766000,0.4938,-0.8167,-0.1590,0.968
17.766000,0.5008,-0.8197,-0.1617,0.974
17.767000,0.5135,-0.8285,-0.1671,0.989
17.767000,0.5314,-0.8365,-0.1788,1.007
17.768000,0.5485,-0.8441,-0.1920,1.025
17.769000,0.5575,-0.8463,-0.1994,1.033
17.770000,0.5744,-0.8502,-0.2099,1.047
17.770000,0.5876,-0.8541,-0.2218,1.060
17.771000,0.5942,-0.8556,-0.2275,1.066
17.771000,0.6064,-0.8575,-0.2402,1.077
17.772000,0.6171,-0.8573,-0.2463,1.085
17.773000,0.6237,-0.8544,-0.2509,1.087
17.774000,0.6364,-0.8448,-0.2599,1.089
17.775000,0.6408,-0.8387,-0.2651,1.088
17.776000,0.6467,-0.8250,-0.2722,1.083
17.777000,0.6523,-0.8087,-0.2807,1.076
17.778000,0.6572,-0.7926,-0.2890,1.069
17.780000,0.6594,-0.7835,-0.2942,1.065
17.781000,0.6653,-0.7662,-0.3022,1.059
17.782000,0.6702,-0.7610,-0.3076,1.060
17.782000,0.6816,-0.7522,-0.3188,1.064
17.783000,0.6956,-0.7510,-0.3298,1.075
17.784000,0.7088,-0.7505,-0.3408,1.087
17.785000,0.7168,-0.7542,-0.3457,1.096
17.786000,0.7290,-0.7586,-0.3547,1.110
17.787000,0.7347,-0.7588,-0.3579,1.115
17.788000,0.7466,-0.7635,-0.3677,1.129
17.789000,0.7591,-0.7642,-0.3772,1.141
17.790000,0.7625,-0.7613,-0.3821,1.143
17.791000,0.7586,-0.7542,-0.3946,1.140
17.792000,0.7481,-0.7412,-0.4102,1.130
17.793000,0.7415,-0.7339,-0.4183,1.124
17.795000,0.7256,-0.7197,-0.4366,1.111
17.800000,0.7070,-0.6987,-0.4490,1.091
17.801000,0.6875,-0.6750,-0.4539,1.065
17.801000,0.6763,-0.6631,-0.4569,1.052
17.803000,0.6516,-0.6423,-0.4608,1.024
17.805000,0.6267,-0.6230,-0.4659,0.999
17.806000,0.6157,-0.6130,-0.4644,0.985
17.808000,0.5925,-0.5908,-0.4688,0.959
17.810000,0.5722,-0.5805,-0.4737,0.943
17.813000,0.5651,-0.5631,-0.4781,0.930
17.815000,0.5536,-0.5485,-0.4664,0.908
17.816000,0.5443,-0.5434,-0.4554,0.894
17.823000,0.5404,-0.5321,-0.4466,0.880
17.825000,0.5314,-0.5155,-0.4341,0.858
17.826000,0.5270,-0.5018,-0.4192,0.840
17.827000,0.5253,-0.4960,-0.4090,0.830
17.876000,0.5216,-0.4862,-0.3902,0.813
17.878000,0.5157,-0.4830,-0.3824,0.803
17.880000,0.5145,-0.4757,-0.3689,0.792
17.881000,0.5101,-0.4723,-0.3481,0.777
17.882000,0.5089,-0.4727,-0.3264,0.767
17.883000,0.5089,-0.4757,-0.3171,0.765
